00000000,00,00000
00000001,01,00001
00000010,01,00002
00000100,01,00004
00001000,01,00008
00010000,01,00016
00100000,01,00032
01000000,01,00064
10000000,01,00128
00000011,02,00003
00000101,02,00005
00000110,02,00006
00001001,02,00009
00001010,02,00010
00001100,02,00012
00010001,02,00017
00010010,02,00018
00010100,02,00020
00011000,02,00024
00100001,02,00033
00100010,02,00034
00100100,02,00036
00101000,02,00040
00110000,02,00048
01000001,02,00065
01000010,02,00066
01000100,02,00068
01001000,02,00072
01010000,02,00080
01100000,02,00096
10000001,02,00129
10000010,02,00130
10000100,02,00132
10001000,02,00136
10010000,02,00144
10100000,02,00160
11000000,02,00192
00000111,03,00007
00001011,03,00011
00001101,03,00013
00001110,03,00014
00010011,03,00019
00010101,03,00021
00010110,03,00022
00011001,03,00025
00011010,03,00026
00011100,03,00028
00100011,03,00035
00100101,03,00037
00100110,03,00038
00101001,03,00041
00101010,03,00042
00101100,03,00044
00110001,03,00049
00110010,03,00050
00110100,03,00052
00111000,03,00056
01000011,03,00067
01000101,03,00069
01000110,03,00070
01001001,03,00073
01001010,03,00074
01001100,03,00076
01010001,03,00081
01010010,03,00082
01010100,03,00084
01011000,03,00088
01100001,03,00097
01100010,03,00098
01100100,03,00100
01101000,03,00104
01110000,03,00112
10000011,03,00131
10000101,03,00133
10000110,03,00134
10001001,03,00137
10001010,03,00138
10001100,03,00140
10010001,03,00145
10010010,03,00146
10010100,03,00148
10011000,03,00152
10100001,03,00161
10100010,03,00162
10100100,03,00164
10101000,03,00168
10110000,03,00176
11000001,03,00193
11000010,03,00194
11000100,03,00196
11001000,03,00200
11010000,03,00208
11100000,03,00224
00001111,04,00015
00010111,04,00023
00011011,04,00027
00011101,04,00029
00011110,04,00030
00100111,04,00039
00101011,04,00043
00101101,04,00045
00101110,04,00046
00110011,04,00051
00110101,04,00053
00110110,04,00054
00111001,04,00057
00111010,04,00058
00111100,04,00060
01000111,04,00071
01001011,04,00075
01001101,04,00077
01001110,04,00078
01010011,04,00083
01010101,04,00085
01010110,04,00086
01011001,04,00089
01011010,04,00090
01011100,04,00092
01100011,04,00099
01100101,04,00101
01100110,04,00102
01101001,04,00105
01101010,04,00106
01101100,04,00108
01110001,04,00113
01110010,04,00114
01110100,04,00116
01111000,04,00120
10000111,04,00135
10001011,04,00139
10001101,04,00141
10001110,04,00142
10010011,04,00147
10010101,04,00149
10010110,04,00150
10011001,04,00153
10011010,04,00154
10011100,04,00156
10100011,04,00163
10100101,04,00165
10100110,04,00166
10101001,04,00169
10101010,04,00170
10101100,04,00172
10110001,04,00177
10110010,04,00178
10110100,04,00180
10111000,04,00184
11000011,04,00195
11000101,04,00197
11000110,04,00198
11001001,04,00201
11001010,04,00202
11001100,04,00204
11010001,04,00209
11010010,04,00210
11010100,04,00212
11011000,04,00216
11100001,04,00225
11100010,04,00226
11100100,04,00228
11101000,04,00232
11110000,04,00240
00011111,05,00031
00101111,05,00047
00110111,05,00055
00111011,05,00059
00111101,05,00061
00111110,05,00062
01001111,05,00079
01010111,05,00087
01011011,05,00091
01011101,05,00093
01011110,05,00094
01100111,05,00103
01101011,05,00107
01101101,05,00109
01101110,05,00110
01110011,05,00115
01110101,05,00117
01110110,05,00118
01111001,05,00121
01111010,05,00122
01111100,05,00124
10001111,05,00143
10010111,05,00151
10011011,05,00155
10011101,05,00157
10011110,05,00158
10100111,05,00167
10101011,05,00171
10101101,05,00173
10101110,05,00174
10110011,05,00179
10110101,05,00181
10110110,05,00182
10111001,05,00185
10111010,05,00186
10111100,05,00188
11000111,05,00199
11001011,05,00203
11001101,05,00205
11001110,05,00206
11010011,05,00211
11010101,05,00213
11010110,05,00214
11011001,05,00217
11011010,05,00218
11011100,05,00220
11100011,05,00227
11100101,05,00229
11100110,05,00230
11101001,05,00233
11101010,05,00234
11101100,05,00236
11110001,05,00241
11110010,05,00242
11110100,05,00244
11111000,05,00248
00111111,06,00063
01011111,06,00095
01101111,06,00111
01110111,06,00119
01111011,06,00123
01111101,06,00125
01111110,06,00126
10011111,06,00159
10101111,06,00175
10110111,06,00183
10111011,06,00187
10111101,06,00189
10111110,06,00190
11001111,06,00207
11010111,06,00215
11011011,06,00219
11011101,06,00221
11011110,06,00222
11100111,06,00231
11101011,06,00235
11101101,06,00237
11101110,06,00238
11110011,06,00243
11110101,06,00245
11110110,06,00246
11111001,06,00249
11111010,06,00250
11111100,06,00252
01111111,07,00127
10111111,07,00191
11011111,07,00223
11101111,07,00239
11110111,07,00247
11111011,07,00251
11111101,07,00253
11111110,07,00254
11111111,08,00255
