0000000000000000,00,00000
0000000000000001,01,00001
0000000000000010,01,00002
0000000000000100,01,00004
0000000000001000,01,00008
0000000000010000,01,00016
0000000000100000,01,00032
0000000001000000,01,00064
0000000010000000,01,00128
0000000100000000,01,00256
0000001000000000,01,00512
0000010000000000,01,01024
0000100000000000,01,02048
0001000000000000,01,04096
0010000000000000,01,08192
0100000000000000,01,16384
1000000000000000,01,32768
0000000000000011,02,00003
0000000000000101,02,00005
0000000000000110,02,00006
0000000000001001,02,00009
0000000000001010,02,00010
0000000000001100,02,00012
0000000000010001,02,00017
0000000000010010,02,00018
0000000000010100,02,00020
0000000000011000,02,00024
0000000000100001,02,00033
0000000000100010,02,00034
0000000000100100,02,00036
0000000000101000,02,00040
0000000000110000,02,00048
0000000001000001,02,00065
0000000001000010,02,00066
0000000001000100,02,00068
0000000001001000,02,00072
0000000001010000,02,00080
0000000001100000,02,00096
0000000010000001,02,00129
0000000010000010,02,00130
0000000010000100,02,00132
0000000010001000,02,00136
0000000010010000,02,00144
0000000010100000,02,00160
0000000011000000,02,00192
0000000100000001,02,00257
0000000100000010,02,00258
0000000100000100,02,00260
0000000100001000,02,00264
0000000100010000,02,00272
0000000100100000,02,00288
0000000101000000,02,00320
0000000110000000,02,00384
0000001000000001,02,00513
0000001000000010,02,00514
0000001000000100,02,00516
0000001000001000,02,00520
0000001000010000,02,00528
0000001000100000,02,00544
0000001001000000,02,00576
0000001010000000,02,00640
0000001100000000,02,00768
0000010000000001,02,01025
0000010000000010,02,01026
0000010000000100,02,01028
0000010000001000,02,01032
0000010000010000,02,01040
0000010000100000,02,01056
0000010001000000,02,01088
0000010010000000,02,01152
0000010100000000,02,01280
0000011000000000,02,01536
0000100000000001,02,02049
0000100000000010,02,02050
0000100000000100,02,02052
0000100000001000,02,02056
0000100000010000,02,02064
0000100000100000,02,02080
0000100001000000,02,02112
0000100010000000,02,02176
0000100100000000,02,02304
0000101000000000,02,02560
0000110000000000,02,03072
0001000000000001,02,04097
0001000000000010,02,04098
0001000000000100,02,04100
0001000000001000,02,04104
0001000000010000,02,04112
0001000000100000,02,04128
0001000001000000,02,04160
0001000010000000,02,04224
0001000100000000,02,04352
0001001000000000,02,04608
0001010000000000,02,05120
0001100000000000,02,06144
0010000000000001,02,08193
0010000000000010,02,08194
0010000000000100,02,08196
0010000000001000,02,08200
0010000000010000,02,08208
0010000000100000,02,08224
0010000001000000,02,08256
0010000010000000,02,08320
0010000100000000,02,08448
0010001000000000,02,08704
0010010000000000,02,09216
0010100000000000,02,10240
0011000000000000,02,12288
0100000000000001,02,16385
