"No.","Time","Source","Destination","Protocol","Length","Info","capture"
"24163","82.850698","1.9.1","host","USB","28","URB_BULK in","14"
"24164","82.850716","host","1.9.1","USB","27","URB_BULK in",""
"24165","82.851727","1.9.1","host","USB","28","URB_BULK in","00"
"24166","82.851745","host","1.9.1","USB","27","URB_BULK in",""
"24167","82.852768","1.9.1","host","USB","28","URB_BULK in","00"
"24168","82.852786","host","1.9.1","USB","27","URB_BULK in",""
"24169","82.853805","1.9.1","host","USB","28","URB_BULK in","00"
"24170","82.853834","host","1.9.1","USB","27","URB_BULK in",""
"24173","82.854840","1.9.1","host","USB","28","URB_BULK in","d0"
"24174","82.854868","host","1.9.1","USB","27","URB_BULK in",""
"24175","82.855880","1.9.1","host","USB","28","URB_BULK in","f7"
"24176","82.855909","host","1.9.1","USB","27","URB_BULK in",""
"24517","84.660688","host","1.9.1","USB","39","URB_BULK out","7bff20000600510000000d00"
"24518","84.660770","1.9.1","host","USB","27","URB_BULK out",""
"24521","84.660859","host","1.9.1","USB","31","URB_BULK out","01000c00"
"24522","84.660917","1.9.1","host","USB","27","URB_BULK out",""
"24525","84.660977","host","1.9.1","USB","29","URB_BULK out","f2ff"
"24526","84.661022","1.9.1","host","USB","27","URB_BULK out",""
"24542","84.682715","1.9.1","host","USB","28","URB_BULK in","7a"
"24543","84.682740","host","1.9.1","USB","27","URB_BULK in",""
"24544","84.683749","1.9.1","host","USB","28","URB_BULK in","ff"
"24545","84.683756","host","1.9.1","USB","27","URB_BULK in",""
"24547","84.684783","1.9.1","host","USB","28","URB_BULK in","20"
"24548","84.684789","host","1.9.1","USB","27","URB_BULK in",""
"24549","84.685825","1.9.1","host","USB","28","URB_BULK in","80"
"24550","84.685830","host","1.9.1","USB","27","URB_BULK in",""
"24551","84.686868","1.9.1","host","USB","28","URB_BULK in","1e"
"24552","84.686891","host","1.9.1","USB","27","URB_BULK in",""
"24553","84.687902","1.9.1","host","USB","28","URB_BULK in","00"
"24554","84.687909","host","1.9.1","USB","27","URB_BULK in",""
"24555","84.688947","1.9.1","host","USB","28","URB_BULK in","51"
"24556","84.688956","host","1.9.1","USB","27","URB_BULK in",""
"24557","84.689976","1.9.1","host","USB","28","URB_BULK in","00"
"24558","84.689982","host","1.9.1","USB","27","URB_BULK in",""
"24559","84.691011","1.9.1","host","USB","28","URB_BULK in","00"
"24560","84.691015","host","1.9.1","USB","27","URB_BULK in",""
"24561","84.692060","1.9.1","host","USB","28","URB_BULK in","00"
"24562","84.692066","host","1.9.1","USB","27","URB_BULK in",""
"24563","84.693092","1.9.1","host","USB","28","URB_BULK in","f5"
"24564","84.693098","host","1.9.1","USB","27","URB_BULK in",""
"24565","84.694128","1.9.1","host","USB","28","URB_BULK in","7f"
"24566","84.694135","host","1.9.1","USB","27","URB_BULK in",""
"24567","84.695169","1.9.1","host","USB","28","URB_BULK in","01"
"24568","84.695174","host","1.9.1","USB","27","URB_BULK in",""
"24569","84.696200","1.9.1","host","USB","28","URB_BULK in","00"
"24570","84.696206","host","1.9.1","USB","27","URB_BULK in",""
"24571","84.697242","1.9.1","host","USB","28","URB_BULK in","00"
"24572","84.697248","host","1.9.1","USB","27","URB_BULK in",""
"24573","84.698277","1.9.1","host","USB","28","URB_BULK in","00"
"24574","84.698282","host","1.9.1","USB","27","URB_BULK in",""
"24575","84.699317","1.9.1","host","USB","28","URB_BULK in","14"
"24576","84.699323","host","1.9.1","USB","27","URB_BULK in",""
"24577","84.700350","1.9.1","host","USB","28","URB_BULK in","00"
"24578","84.700356","host","1.9.1","USB","27","URB_BULK in",""
"24579","84.701393","1.9.1","host","USB","28","URB_BULK in","00"
"24580","84.701398","host","1.9.1","USB","27","URB_BULK in",""
"24581","84.702431","1.9.1","host","USB","28","URB_BULK in","00"
"24582","84.702437","host","1.9.1","USB","27","URB_BULK in",""
"24583","84.703466","1.9.1","host","USB","28","URB_BULK in","11"
"24584","84.703477","host","1.9.1","USB","27","URB_BULK in",""
"24585","84.704569","1.9.1","host","USB","28","URB_BULK in","a4"
"24586","84.704580","host","1.9.1","USB","27","URB_BULK in",""
"24587","84.705565","1.9.1","host","USB","28","URB_BULK in","00"
"24588","84.705571","host","1.9.1","USB","27","URB_BULK in",""
"24589","84.706583","1.9.1","host","USB","28","URB_BULK in","00"
"24590","84.706588","host","1.9.1","USB","27","URB_BULK in",""
"24591","84.707616","1.9.1","host","USB","28","URB_BULK in","98"
"24592","84.707620","host","1.9.1","USB","27","URB_BULK in",""
"24593","84.708649","1.9.1","host","USB","28","URB_BULK in","20"
"24594","84.708654","host","1.9.1","USB","27","URB_BULK in",""
"24595","84.709692","1.9.1","host","USB","28","URB_BULK in","00"
"24596","84.709696","host","1.9.1","USB","27","URB_BULK in",""
"24597","84.710727","1.9.1","host","USB","28","URB_BULK in","00"
"24598","84.710734","host","1.9.1","USB","27","URB_BULK in",""
"24599","84.711768","1.9.1","host","USB","28","URB_BULK in","14"
"24600","84.711773","host","1.9.1","USB","27","URB_BULK in",""
"24601","84.712817","1.9.1","host","USB","28","URB_BULK in","00"
"24602","84.712822","host","1.9.1","USB","27","URB_BULK in",""
"24608","84.713843","1.9.1","host","USB","28","URB_BULK in","06"
"24609","84.713848","host","1.9.1","USB","27","URB_BULK in",""
"24611","84.714879","1.9.1","host","USB","28","URB_BULK in","12"
"24612","84.714884","host","1.9.1","USB","27","URB_BULK in",""
"24613","84.715912","1.9.1","host","USB","28","URB_BULK in","01"
"24614","84.715917","host","1.9.1","USB","27","URB_BULK in",""
"24615","84.716951","1.9.1","host","USB","28","URB_BULK in","08"
"24616","84.716956","host","1.9.1","USB","27","URB_BULK in",""
"24618","84.717994","1.9.1","host","USB","28","URB_BULK in","48"
"24619","84.718001","host","1.9.1","USB","27","URB_BULK in",""
"24620","84.719028","1.9.1","host","USB","28","URB_BULK in","03"
"24621","84.719033","host","1.9.1","USB","27","URB_BULK in",""
"24622","84.720076","1.9.1","host","USB","28","URB_BULK in","08"
"24623","84.720096","host","1.9.1","USB","27","URB_BULK in",""
"24629","84.721107","1.9.1","host","USB","28","URB_BULK in","00"
"24630","84.721129","host","1.9.1","USB","27","URB_BULK in",""
"24631","84.722151","1.9.1","host","USB","28","URB_BULK in","00"
"24632","84.722158","host","1.9.1","USB","27","URB_BULK in",""
"24633","84.723183","1.9.1","host","USB","28","URB_BULK in","00"
"24634","84.723191","host","1.9.1","USB","27","URB_BULK in",""
"24636","84.724219","1.9.1","host","USB","28","URB_BULK in","d6"
"24637","84.724225","host","1.9.1","USB","27","URB_BULK in",""
"24638","84.725253","1.9.1","host","USB","28","URB_BULK in","1d"
"24639","84.725260","host","1.9.1","USB","27","URB_BULK in",""
"24647","84.778669","host","1.9.1","USB","39","URB_BULK out","7bff20000600520000000c00"
"24648","84.778716","1.9.1","host","USB","27","URB_BULK out",""
"24651","84.778769","host","1.9.1","USB","31","URB_BULK out","00080c00"
"24652","84.778807","1.9.1","host","USB","27","URB_BULK out",""
"24655","84.778850","host","1.9.1","USB","29","URB_BULK out","f3f7"
"24656","84.778887","1.9.1","host","USB","27","URB_BULK out",""
"24666","84.800692","1.9.1","host","USB","29","URB_BULK in","7aff"
"24667","84.800725","host","1.9.1","USB","27","URB_BULK in",""
"24669","84.802716","1.9.1","host","USB","28","URB_BULK in","20"
"24670","84.802744","host","1.9.1","USB","27","URB_BULK in",""
"24671","84.803760","1.9.1","host","USB","28","URB_BULK in","80"
"24672","84.803789","host","1.9.1","USB","27","URB_BULK in",""
"24673","84.804791","1.9.1","host","USB","28","URB_BULK in","16"
"24674","84.804809","host","1.9.1","USB","27","URB_BULK in",""
"24675","84.805833","1.9.1","host","USB","28","URB_BULK in","00"
"24676","84.805860","host","1.9.1","USB","27","URB_BULK in",""
"24677","84.806866","1.9.1","host","USB","28","URB_BULK in","52"
"24678","84.806894","host","1.9.1","USB","27","URB_BULK in",""
"24679","84.807907","1.9.1","host","USB","28","URB_BULK in","00"
"24680","84.807926","host","1.9.1","USB","27","URB_BULK in",""
"24683","84.808952","1.9.1","host","USB","28","URB_BULK in","00"
"24684","84.808980","host","1.9.1","USB","27","URB_BULK in",""
"24685","84.809982","1.9.1","host","USB","28","URB_BULK in","00"
"24686","84.810010","host","1.9.1","USB","27","URB_BULK in",""
"24687","84.811019","1.9.1","host","USB","28","URB_BULK in","fc"
"24688","84.811049","host","1.9.1","USB","27","URB_BULK in",""
"24689","84.812067","1.9.1","host","USB","28","URB_BULK in","7f"
"24690","84.812095","host","1.9.1","USB","27","URB_BULK in",""
"24691","84.813099","1.9.1","host","USB","28","URB_BULK in","00"
"24692","84.813128","host","1.9.1","USB","27","URB_BULK in",""
"24693","84.814133","1.9.1","host","USB","28","URB_BULK in","08"
"24694","84.814161","host","1.9.1","USB","27","URB_BULK in",""
"24697","84.815176","1.9.1","host","USB","28","URB_BULK in","00"
"24698","84.815219","host","1.9.1","USB","27","URB_BULK in",""
"24700","84.816206","1.9.1","host","USB","28","URB_BULK in","00"
"24701","84.816235","host","1.9.1","USB","27","URB_BULK in",""
"24702","84.817249","1.9.1","host","USB","28","URB_BULK in","0c"
"24703","84.817278","host","1.9.1","USB","27","URB_BULK in",""
"24704","84.818283","1.9.1","host","USB","28","URB_BULK in","00"
"24705","84.818302","host","1.9.1","USB","27","URB_BULK in",""
"24707","84.819324","1.9.1","host","USB","28","URB_BULK in","00"
"24708","84.819345","host","1.9.1","USB","27","URB_BULK in",""
"24709","84.820363","1.9.1","host","USB","28","URB_BULK in","00"
"24710","84.820393","host","1.9.1","USB","27","URB_BULK in",""
"24713","84.821406","1.9.1","host","USB","28","URB_BULK in","0f"
"24714","84.821435","host","1.9.1","USB","27","URB_BULK in",""
"24715","84.822435","1.9.1","host","USB","28","URB_BULK in","00"
"24716","84.822464","host","1.9.1","USB","27","URB_BULK in",""
"24717","84.823475","1.9.1","host","USB","28","URB_BULK in","00"
"24718","84.823503","host","1.9.1","USB","27","URB_BULK in",""
"24719","84.824571","1.9.1","host","USB","28","URB_BULK in","00"
"24720","84.824600","host","1.9.1","USB","27","URB_BULK in",""
"24721","84.825571","1.9.1","host","USB","28","URB_BULK in","00"
"24722","84.825600","host","1.9.1","USB","27","URB_BULK in",""
"24723","84.826588","1.9.1","host","USB","28","URB_BULK in","00"
"24724","84.826609","host","1.9.1","USB","27","URB_BULK in",""
"24725","84.827628","1.9.1","host","USB","28","URB_BULK in","00"
"24726","84.827656","host","1.9.1","USB","27","URB_BULK in",""
"24729","84.828659","1.9.1","host","USB","28","URB_BULK in","00"
"24730","84.828667","host","1.9.1","USB","27","URB_BULK in",""
"24731","84.829703","1.9.1","host","USB","28","URB_BULK in","14"
"24732","84.829739","host","1.9.1","USB","27","URB_BULK in",""
"24733","84.830738","1.9.1","host","USB","28","URB_BULK in","00"
"24734","84.830765","host","1.9.1","USB","27","URB_BULK in",""
"24735","84.831776","1.9.1","host","USB","28","URB_BULK in","00"
"24736","84.831806","host","1.9.1","USB","27","URB_BULK in",""
"24737","84.832814","1.9.1","host","USB","28","URB_BULK in","00"
"24738","84.832843","host","1.9.1","USB","27","URB_BULK in",""
"24739","84.833849","1.9.1","host","USB","28","URB_BULK in","d0"
"24740","84.833878","host","1.9.1","USB","27","URB_BULK in",""
"24741","84.834885","1.9.1","host","USB","28","URB_BULK in","f7"
"24742","84.834914","host","1.9.1","USB","27","URB_BULK in",""
"24973","86.239710","host","1.9.1","USB","39","URB_BULK out","7bff20000600530000000b00"
"24974","86.239764","1.9.1","host","USB","27","URB_BULK out",""
"24975","86.239807","host","1.9.1","USB","31","URB_BULK out","01000c00"
"24976","86.239852","1.9.1","host","USB","27","URB_BULK out",""
"24977","86.239887","host","1.9.1","USB","29","URB_BULK out","f2ff"
"24978","86.239918","1.9.1","host","USB","27","URB_BULK out",""
"24981","86.261717","1.9.1","host","USB","28","URB_BULK in","7a"
"24982","86.261807","host","1.9.1","USB","27","URB_BULK in",""
"24983","86.262721","1.9.1","host","USB","28","URB_BULK in","ff"
"24984","86.262754","host","1.9.1","USB","27","URB_BULK in",""
"24985","86.263795","1.9.1","host","USB","28","URB_BULK in","20"
"24986","86.263838","host","1.9.1","USB","27","URB_BULK in",""
"24988","86.264916","1.9.1","host","USB","28","URB_BULK in","80"
"24989","86.264937","host","1.9.1","USB","27","URB_BULK in",""
"24990","86.265818","1.9.1","host","USB","28","URB_BULK in","1e"
"24991","86.265849","host","1.9.1","USB","27","URB_BULK in",""
"24993","86.266855","1.9.1","host","USB","28","URB_BULK in","00"
"24994","86.266883","host","1.9.1","USB","27","URB_BULK in",""
"24995","86.267892","1.9.1","host","USB","28","URB_BULK in","53"
"24996","86.267910","host","1.9.1","USB","27","URB_BULK in",""
"24997","86.268927","1.9.1","host","USB","28","URB_BULK in","00"
"24998","86.268946","host","1.9.1","USB","27","URB_BULK in",""
"24999","86.269977","1.9.1","host","USB","28","URB_BULK in","00"
"25000","86.270008","host","1.9.1","USB","27","URB_BULK in",""
"25001","86.271002","1.9.1","host","USB","28","URB_BULK in","00"
"25002","86.271029","host","1.9.1","USB","27","URB_BULK in",""
"25003","86.272043","1.9.1","host","USB","28","URB_BULK in","f3"
"25004","86.272070","host","1.9.1","USB","27","URB_BULK in",""
"25005","86.273077","1.9.1","host","USB","28","URB_BULK in","7f"
"25006","86.273094","host","1.9.1","USB","27","URB_BULK in",""
"25007","86.274124","1.9.1","host","USB","28","URB_BULK in","01"
"25008","86.274142","host","1.9.1","USB","27","URB_BULK in",""
"25009","86.275155","1.9.1","host","USB","28","URB_BULK in","00"
"25010","86.275172","host","1.9.1","USB","27","URB_BULK in",""
"25011","86.276192","1.9.1","host","USB","28","URB_BULK in","00"
"25012","86.276211","host","1.9.1","USB","27","URB_BULK in",""
"25013","86.277227","1.9.1","host","USB","28","URB_BULK in","00"
"25014","86.277245","host","1.9.1","USB","27","URB_BULK in",""
"25015","86.278272","1.9.1","host","USB","28","URB_BULK in","14"
"25016","86.278290","host","1.9.1","USB","27","URB_BULK in",""
"25017","86.279303","1.9.1","host","USB","28","URB_BULK in","00"
"25018","86.279321","host","1.9.1","USB","27","URB_BULK in",""
"25019","86.280335","1.9.1","host","USB","28","URB_BULK in","00"
"25020","86.280363","host","1.9.1","USB","27","URB_BULK in",""
"25021","86.281377","1.9.1","host","USB","28","URB_BULK in","00"
"25022","86.281405","host","1.9.1","USB","27","URB_BULK in",""
"25023","86.282420","1.9.1","host","USB","28","URB_BULK in","11"
"25024","86.282438","host","1.9.1","USB","27","URB_BULK in",""
"25025","86.283452","1.9.1","host","USB","28","URB_BULK in","a4"
"25026","86.283470","host","1.9.1","USB","27","URB_BULK in",""
"25027","86.284499","1.9.1","host","USB","28","URB_BULK in","00"
"25028","86.284518","host","1.9.1","USB","27","URB_BULK in",""
"25029","86.285539","1.9.1","host","USB","28","URB_BULK in","00"
"25030","86.285556","host","1.9.1","USB","27","URB_BULK in",""
"25031","86.286636","1.9.1","host","USB","28","URB_BULK in","98"
"25032","86.286683","host","1.9.1","USB","27","URB_BULK in",""
"25033","86.287626","1.9.1","host","USB","28","URB_BULK in","20"
"25034","86.287656","host","1.9.1","USB","27","URB_BULK in",""
"25035","86.288641","1.9.1","host","USB","28","URB_BULK in","00"
"25036","86.288670","host","1.9.1","USB","27","URB_BULK in",""
"25037","86.289684","1.9.1","host","USB","28","URB_BULK in","00"
"25038","86.289712","host","1.9.1","USB","27","URB_BULK in",""
"25039","86.290719","1.9.1","host","USB","28","URB_BULK in","14"
"25040","86.290747","host","1.9.1","USB","27","URB_BULK in",""
"25041","86.291760","1.9.1","host","USB","28","URB_BULK in","00"
"25042","86.291788","host","1.9.1","USB","27","URB_BULK in",""
"25043","86.292794","1.9.1","host","USB","28","URB_BULK in","06"
"25044","86.292825","host","1.9.1","USB","27","URB_BULK in",""
"25045","86.293840","1.9.1","host","USB","28","URB_BULK in","12"
"25046","86.293867","host","1.9.1","USB","27","URB_BULK in",""
"25049","86.294876","1.9.1","host","USB","28","URB_BULK in","01"
"25050","86.294896","host","1.9.1","USB","27","URB_BULK in",""
"25052","86.295906","1.9.1","host","USB","28","URB_BULK in","08"
"25053","86.295924","host","1.9.1","USB","27","URB_BULK in",""
"25054","86.296947","1.9.1","host","USB","28","URB_BULK in","48"
"25055","86.296966","host","1.9.1","USB","27","URB_BULK in",""
"25056","86.297979","1.9.1","host","USB","28","URB_BULK in","03"
"25057","86.297998","host","1.9.1","USB","27","URB_BULK in",""
"25059","86.299017","1.9.1","host","USB","28","URB_BULK in","08"
"25060","86.299035","host","1.9.1","USB","27","URB_BULK in",""
"25061","86.300061","1.9.1","host","USB","28","URB_BULK in","00"
"25062","86.300078","host","1.9.1","USB","27","URB_BULK in",""
"25063","86.301097","1.9.1","host","USB","28","URB_BULK in","00"
"25064","86.301114","host","1.9.1","USB","27","URB_BULK in",""
"25065","86.302135","1.9.1","host","USB","28","URB_BULK in","00"
"25066","86.302153","host","1.9.1","USB","27","URB_BULK in",""
"25067","86.303172","1.9.1","host","USB","28","URB_BULK in","d6"
"25068","86.303192","host","1.9.1","USB","27","URB_BULK in",""
"25069","86.304223","1.9.1","host","USB","28","URB_BULK in","1d"
"25070","86.304258","host","1.9.1","USB","27","URB_BULK in",""
"25079","86.356737","host","1.9.1","USB","39","URB_BULK out","7bff20001000540000000000"
"25080","86.356790","1.9.1","host","USB","27","URB_BULK out",""
"25083","86.356842","host","1.9.1","USB","41","URB_BULK out","02080e0005000000021e00000000"
"25084","86.356891","1.9.1","host","USB","27","URB_BULK out",""
"25087","86.356950","host","1.9.1","USB","29","URB_BULK out","e8d9"
"25088","86.357004","1.9.1","host","USB","27","URB_BULK out",""
"25107","86.428767","1.9.1","host","USB","28","URB_BULK in","7a"
"25108","86.428802","host","1.9.1","USB","27","URB_BULK in",""
"25109","86.429797","1.9.1","host","USB","28","URB_BULK in","ff"
"25110","86.429825","host","1.9.1","USB","27","URB_BULK in",""
"25111","86.430833","1.9.1","host","USB","28","URB_BULK in","20"
"25112","86.430860","host","1.9.1","USB","27","URB_BULK in",""
"25113","86.431885","1.9.1","host","USB","28","URB_BULK in","80"
"25114","86.431903","host","1.9.1","USB","27","URB_BULK in",""
"25115","86.432915","1.9.1","host","USB","28","URB_BULK in","06"
"25116","86.432933","host","1.9.1","USB","27","URB_BULK in",""
"25117","86.433948","1.9.1","host","USB","28","URB_BULK in","00"
"25118","86.433966","host","1.9.1","USB","27","URB_BULK in",""
"25119","86.434995","1.9.1","host","USB","28","URB_BULK in","54"
"25120","86.435013","host","1.9.1","USB","27","URB_BULK in",""
"25121","86.436023","1.9.1","host","USB","28","URB_BULK in","00"
"25122","86.436051","host","1.9.1","USB","27","URB_BULK in",""
"25123","86.437069","1.9.1","host","USB","28","URB_BULK in","00"
"25124","86.437097","host","1.9.1","USB","27","URB_BULK in",""
"25125","86.438100","1.9.1","host","USB","28","URB_BULK in","00"
"25126","86.438128","host","1.9.1","USB","27","URB_BULK in",""
"25129","86.439143","1.9.1","host","USB","28","URB_BULK in","0a"
"25130","86.439167","host","1.9.1","USB","27","URB_BULK in",""
"25133","86.440189","1.9.1","host","USB","28","URB_BULK in","80"
"25134","86.440231","host","1.9.1","USB","27","URB_BULK in",""
"25136","86.441210","1.9.1","host","USB","28","URB_BULK in","02"
"25137","86.441239","host","1.9.1","USB","27","URB_BULK in",""
"25138","86.442258","1.9.1","host","USB","28","URB_BULK in","08"
"25139","86.442289","host","1.9.1","USB","27","URB_BULK in",""
"25140","86.443301","1.9.1","host","USB","28","URB_BULK in","00"
"25141","86.443327","host","1.9.1","USB","27","URB_BULK in",""
"25143","86.444333","1.9.1","host","USB","28","URB_BULK in","00"
"25144","86.444358","host","1.9.1","USB","27","URB_BULK in",""
"25145","86.445371","1.9.1","host","USB","28","URB_BULK in","fd"
"25146","86.445390","host","1.9.1","USB","27","URB_BULK in",""
"25147","86.446403","1.9.1","host","USB","28","URB_BULK in","f7"
"25148","86.446430","host","1.9.1","USB","27","URB_BULK in",""
"25153","86.447695","host","1.9.1","USB","39","URB_BULK out","7bff2000100055000000feff"
"25154","86.447744","1.9.1","host","USB","27","URB_BULK out",""
"25155","86.447782","host","1.9.1","USB","41","URB_BULK out","02080e0005000000021e00000000"
"25156","86.447830","1.9.1","host","USB","27","URB_BULK out",""
"25157","86.447866","host","1.9.1","USB","29","URB_BULK out","e8d9"
"25158","86.447946","1.9.1","host","USB","27","URB_BULK out",""
"25185","86.518795","1.9.1","host","USB","28","URB_BULK in","7a"
"25186","86.518818","host","1.9.1","USB","27","URB_BULK in",""
"25187","86.519847","1.9.1","host","USB","28","URB_BULK in","ff"
"25188","86.519892","host","1.9.1","USB","27","URB_BULK in",""
"25189","86.520886","1.9.1","host","USB","28","URB_BULK in","20"
"25190","86.520920","host","1.9.1","USB","27","URB_BULK in",""
"25191","86.521924","1.9.1","host","USB","28","URB_BULK in","80"
"25192","86.521953","host","1.9.1","USB","27","URB_BULK in",""
"25193","86.522953","1.9.1","host","USB","28","URB_BULK in","06"
"25194","86.522986","host","1.9.1","USB","27","URB_BULK in",""
"25195","86.523990","1.9.1","host","USB","28","URB_BULK in","00"
"25196","86.524018","host","1.9.1","USB","27","URB_BULK in",""
"25197","86.525019","1.9.1","host","USB","28","URB_BULK in","55"
"25198","86.525049","host","1.9.1","USB","27","URB_BULK in",""
"25199","86.526063","1.9.1","host","USB","28","URB_BULK in","00"
"25200","86.526091","host","1.9.1","USB","27","URB_BULK in",""
"25203","86.527101","1.9.1","host","USB","28","URB_BULK in","00"
"25204","86.527130","host","1.9.1","USB","27","URB_BULK in",""
"25205","86.528137","1.9.1","host","USB","28","URB_BULK in","00"
"25206","86.528165","host","1.9.1","USB","27","URB_BULK in",""
"25207","86.529169","1.9.1","host","USB","28","URB_BULK in","09"
"25208","86.529197","host","1.9.1","USB","27","URB_BULK in",""
"25209","86.530215","1.9.1","host","USB","28","URB_BULK in","80"
"25210","86.530232","host","1.9.1","USB","27","URB_BULK in",""
"25211","86.531246","1.9.1","host","USB","28","URB_BULK in","02"
"25212","86.531265","host","1.9.1","USB","27","URB_BULK in",""
"25213","86.532284","1.9.1","host","USB","28","URB_BULK in","08"
"25214","86.532302","host","1.9.1","USB","27","URB_BULK in",""
"25217","86.533323","1.9.1","host","USB","28","URB_BULK in","00"
"25218","86.533352","host","1.9.1","USB","27","URB_BULK in",""
"25219","86.534365","1.9.1","host","USB","28","URB_BULK in","00"
"25220","86.534403","host","1.9.1","USB","27","URB_BULK in",""
"25221","86.535404","1.9.1","host","USB","28","URB_BULK in","fd"
"25222","86.535433","host","1.9.1","USB","27","URB_BULK in",""
"25225","86.536440","1.9.1","host","USB","28","URB_BULK in","f7"
"25226","86.536469","host","1.9.1","USB","27","URB_BULK in",""
"25233","86.542732","host","1.9.1","USB","39","URB_BULK out","7bff2000100056000000fdff"
"25234","86.542789","1.9.1","host","USB","27","URB_BULK out",""
"25235","86.542831","host","1.9.1","USB","41","URB_BULK out","02080e0005000000021e00000000"
"25236","86.542883","1.9.1","host","USB","27","URB_BULK out",""
"25237","86.542921","host","1.9.1","USB","29","URB_BULK out","e8d9"
"25238","86.542953","1.9.1","host","USB","27","URB_BULK out",""
"25265","86.613828","1.9.1","host","USB","28","URB_BULK in","7a"
"25266","86.613898","host","1.9.1","USB","27","URB_BULK in",""
"25267","86.614847","1.9.1","host","USB","28","URB_BULK in","ff"
"25268","86.614882","host","1.9.1","USB","27","URB_BULK in",""
"25269","86.615893","1.9.1","host","USB","28","URB_BULK in","20"
"25270","86.615922","host","1.9.1","USB","27","URB_BULK in",""
"25271","86.616915","1.9.1","host","USB","28","URB_BULK in","80"
"25272","86.616943","host","1.9.1","USB","27","URB_BULK in",""
"25273","86.617956","1.9.1","host","USB","28","URB_BULK in","06"
"25274","86.617985","host","1.9.1","USB","27","URB_BULK in",""
"25275","86.618991","1.9.1","host","USB","28","URB_BULK in","00"
"25276","86.619021","host","1.9.1","USB","27","URB_BULK in",""
"25277","86.620036","1.9.1","host","USB","28","URB_BULK in","56"
"25278","86.620064","host","1.9.1","USB","27","URB_BULK in",""
"25281","86.621062","1.9.1","host","USB","28","URB_BULK in","00"
"25282","86.621090","host","1.9.1","USB","27","URB_BULK in",""
"25283","86.622113","1.9.1","host","USB","28","URB_BULK in","00"
"25284","86.622143","host","1.9.1","USB","27","URB_BULK in",""
"25285","86.623147","1.9.1","host","USB","28","URB_BULK in","00"
"25286","86.623174","host","1.9.1","USB","27","URB_BULK in",""
"25287","86.624180","1.9.1","host","USB","28","URB_BULK in","08"
"25288","86.624198","host","1.9.1","USB","27","URB_BULK in",""
"25289","86.625223","1.9.1","host","USB","28","URB_BULK in","80"
"25290","86.625240","host","1.9.1","USB","27","URB_BULK in",""
"25291","86.626262","1.9.1","host","USB","28","URB_BULK in","02"
"25292","86.626280","host","1.9.1","USB","27","URB_BULK in",""
"25293","86.627297","1.9.1","host","USB","28","URB_BULK in","08"
"25294","86.627315","host","1.9.1","USB","27","URB_BULK in",""
"25295","86.628331","1.9.1","host","USB","28","URB_BULK in","00"
"25296","86.628348","host","1.9.1","USB","27","URB_BULK in",""
"25299","86.629366","1.9.1","host","USB","28","URB_BULK in","00"
"25300","86.629396","host","1.9.1","USB","27","URB_BULK in",""
"25303","86.630408","1.9.1","host","USB","28","URB_BULK in","fd"
"25304","86.630438","host","1.9.1","USB","27","URB_BULK in",""
"25305","86.631442","1.9.1","host","USB","28","URB_BULK in","f7"
"25306","86.631472","host","1.9.1","USB","27","URB_BULK in",""
"25313","86.636770","host","1.9.1","USB","39","URB_BULK out","7bff20000600570000000700"
"25314","86.636820","1.9.1","host","USB","27","URB_BULK out",""
"25315","86.636863","host","1.9.1","USB","31","URB_BULK out","01080c00"
"25316","86.636901","1.9.1","host","USB","27","URB_BULK out",""
"25317","86.636948","host","1.9.1","USB","29","URB_BULK out","f2f7"
"25318","86.636982","1.9.1","host","USB","27","URB_BULK out",""
"25325","86.658656","1.9.1","host","USB","28","URB_BULK in","7a"
"25328","86.658746","host","1.9.1","USB","27","URB_BULK in",""
"25329","86.659654","1.9.1","host","USB","28","URB_BULK in","ff"
"25330","86.659687","host","1.9.1","USB","27","URB_BULK in",""
"25331","86.660682","1.9.1","host","USB","28","URB_BULK in","20"
"25332","86.660701","host","1.9.1","USB","27","URB_BULK in",""
"25333","86.661731","1.9.1","host","USB","28","URB_BULK in","80"
"25335","86.661768","host","1.9.1","USB","27","URB_BULK in",""
"25336","86.662762","1.9.1","host","USB","28","URB_BULK in","10"
"25337","86.662798","host","1.9.1","USB","27","URB_BULK in",""
"25339","86.663794","1.9.1","host","USB","28","URB_BULK in","00"
"25340","86.663822","host","1.9.1","USB","27","URB_BULK in",""
"25341","86.664833","1.9.1","host","USB","28","URB_BULK in","57"
"25342","86.664860","host","1.9.1","USB","27","URB_BULK in",""
"25343","86.665878","1.9.1","host","USB","28","URB_BULK in","00"
"25344","86.665897","host","1.9.1","USB","27","URB_BULK in",""
"25347","86.666906","1.9.1","host","USB","28","URB_BULK in","00"
"25348","86.666935","host","1.9.1","USB","27","URB_BULK in",""
"25349","86.667946","1.9.1","host","USB","28","URB_BULK in","00"
"25350","86.667976","host","1.9.1","USB","27","URB_BULK in",""
"25351","86.668987","1.9.1","host","USB","28","URB_BULK in","fd"
"25352","86.669009","host","1.9.1","USB","27","URB_BULK in",""
"25353","86.670026","1.9.1","host","USB","28","URB_BULK in","7f"
"25354","86.670054","host","1.9.1","USB","27","URB_BULK in",""
"25355","86.671061","1.9.1","host","USB","28","URB_BULK in","01"
"25356","86.671080","host","1.9.1","USB","27","URB_BULK in",""
"25357","86.672100","1.9.1","host","USB","28","URB_BULK in","08"
"25358","86.672129","host","1.9.1","USB","27","URB_BULK in",""
