"No.","Time","Source","Destination","Protocol","Length","Info","capture"
"9518","38.655727","host","1.9.1","USB","27","URB_BULK in",""
"9519","38.656742","1.9.1","host","USB","28","URB_BULK in","00"
"9520","38.656778","host","1.9.1","USB","27","URB_BULK in",""
"9521","38.657772","1.9.1","host","USB","28","URB_BULK in","00"
"9522","38.657803","host","1.9.1","USB","27","URB_BULK in",""
"9523","38.658809","1.9.1","host","USB","28","URB_BULK in","00"
"9524","38.658838","host","1.9.1","USB","27","URB_BULK in",""
"9525","38.659844","1.9.1","host","USB","28","URB_BULK in","11"
"9526","38.659878","host","1.9.1","USB","27","URB_BULK in",""
"9527","38.660930","1.9.1","host","USB","28","URB_BULK in","a4"
"9528","38.660953","host","1.9.1","USB","27","URB_BULK in",""
"9529","38.661926","1.9.1","host","USB","28","URB_BULK in","00"
"9530","38.661959","host","1.9.1","USB","27","URB_BULK in",""
"9531","38.662956","1.9.1","host","USB","28","URB_BULK in","00"
"9532","38.662988","host","1.9.1","USB","27","URB_BULK in",""
"9533","38.663997","1.9.1","host","USB","28","URB_BULK in","98"
"9534","38.664026","host","1.9.1","USB","27","URB_BULK in",""
"9535","38.665046","1.9.1","host","USB","28","URB_BULK in","20"
"9536","38.665076","host","1.9.1","USB","27","URB_BULK in",""
"9537","38.666080","1.9.1","host","USB","28","URB_BULK in","00"
"9538","38.666111","host","1.9.1","USB","27","URB_BULK in",""
"9539","38.667107","1.9.1","host","USB","28","URB_BULK in","00"
"9540","38.667137","host","1.9.1","USB","27","URB_BULK in",""
"9541","38.668158","1.9.1","host","USB","28","URB_BULK in","14"
"9542","38.668192","host","1.9.1","USB","27","URB_BULK in",""
"9543","38.669192","1.9.1","host","USB","28","URB_BULK in","00"
"9544","38.669236","host","1.9.1","USB","27","URB_BULK in",""
"9545","38.670237","1.9.1","host","USB","28","URB_BULK in","06"
"9546","38.670284","host","1.9.1","USB","27","URB_BULK in",""
"9547","38.671260","1.9.1","host","USB","28","URB_BULK in","12"
"9548","38.671289","host","1.9.1","USB","27","URB_BULK in",""
"9549","38.672306","1.9.1","host","USB","28","URB_BULK in","01"
"9550","38.672345","host","1.9.1","USB","27","URB_BULK in",""
"9555","38.673334","1.9.1","host","USB","28","URB_BULK in","08"
"9556","38.673347","host","1.9.1","USB","27","URB_BULK in",""
"9557","38.674380","1.9.1","host","USB","28","URB_BULK in","48"
"9558","38.674417","host","1.9.1","USB","27","URB_BULK in",""
"9560","38.675426","1.9.1","host","USB","28","URB_BULK in","03"
"9561","38.675487","host","1.9.1","USB","27","URB_BULK in",""
"9562","38.676451","1.9.1","host","USB","28","URB_BULK in","08"
"9563","38.676498","host","1.9.1","USB","27","URB_BULK in",""
"9564","38.677493","1.9.1","host","USB","28","URB_BULK in","00"
"9565","38.677536","host","1.9.1","USB","27","URB_BULK in",""
"9567","38.678524","1.9.1","host","USB","28","URB_BULK in","00"
"9568","38.678558","host","1.9.1","USB","27","URB_BULK in",""
"9569","38.679629","1.9.1","host","USB","28","URB_BULK in","00"
"9570","38.679668","host","1.9.1","USB","27","URB_BULK in",""
"9571","38.680606","1.9.1","host","USB","28","URB_BULK in","d6"
"9572","38.680644","host","1.9.1","USB","27","URB_BULK in",""
"9574","38.681645","1.9.1","host","USB","28","URB_BULK in","1d"
"9575","38.681684","host","1.9.1","USB","27","URB_BULK in",""
"9603","38.738131","host","1.9.1","USB","39","URB_BULK out","7bff20000600040000005a00"
"9604","38.738209","1.9.1","host","USB","27","URB_BULK out",""
"9605","38.738293","host","1.9.1","USB","31","URB_BULK out","00080c00"
"9606","38.738358","1.9.1","host","USB","27","URB_BULK out",""
"9607","38.738424","host","1.9.1","USB","29","URB_BULK out","f3f7"
"9608","38.738466","1.9.1","host","USB","27","URB_BULK out",""
"9611","38.760086","1.9.1","host","USB","28","URB_BULK in","7a"
"9612","38.760147","host","1.9.1","USB","27","URB_BULK in",""
"9613","38.761116","1.9.1","host","USB","28","URB_BULK in","ff"
"9614","38.761150","host","1.9.1","USB","27","URB_BULK in",""
"9615","38.762147","1.9.1","host","USB","28","URB_BULK in","20"
"9616","38.762177","host","1.9.1","USB","27","URB_BULK in",""
"9618","38.763194","1.9.1","host","USB","28","URB_BULK in","80"
"9619","38.763224","host","1.9.1","USB","27","URB_BULK in",""
"9620","38.764214","1.9.1","host","USB","28","URB_BULK in","16"
"9621","38.764412","host","1.9.1","USB","27","URB_BULK in",""
"9623","38.765266","1.9.1","host","USB","28","URB_BULK in","00"
"9624","38.765302","host","1.9.1","USB","27","URB_BULK in",""
"9625","38.766297","1.9.1","host","USB","28","URB_BULK in","04"
"9626","38.766328","host","1.9.1","USB","27","URB_BULK in",""
"9627","38.767340","1.9.1","host","USB","28","URB_BULK in","00"
"9628","38.767372","host","1.9.1","USB","27","URB_BULK in",""
"9629","38.768408","1.9.1","host","USB","28","URB_BULK in","00"
"9630","38.768443","host","1.9.1","USB","27","URB_BULK in",""
"9631","38.769433","1.9.1","host","USB","28","URB_BULK in","00"
"9632","38.769491","host","1.9.1","USB","27","URB_BULK in",""
"9633","38.770456","1.9.1","host","USB","28","URB_BULK in","4a"
"9634","38.770497","host","1.9.1","USB","27","URB_BULK in",""
"9635","38.771501","1.9.1","host","USB","28","URB_BULK in","80"
"9636","38.771551","host","1.9.1","USB","27","URB_BULK in",""
"9637","38.772534","1.9.1","host","USB","28","URB_BULK in","00"
"9638","38.772578","host","1.9.1","USB","27","URB_BULK in",""
"9639","38.773567","1.9.1","host","USB","28","URB_BULK in","08"
"9640","38.773600","host","1.9.1","USB","27","URB_BULK in",""
"9641","38.774600","1.9.1","host","USB","28","URB_BULK in","00"
"9642","38.774634","host","1.9.1","USB","27","URB_BULK in",""
"9643","38.775638","1.9.1","host","USB","28","URB_BULK in","00"
"9644","38.775670","host","1.9.1","USB","27","URB_BULK in",""
"9645","38.776685","1.9.1","host","USB","28","URB_BULK in","0c"
"9646","38.776720","host","1.9.1","USB","27","URB_BULK in",""
"9647","38.777713","1.9.1","host","USB","28","URB_BULK in","00"
"9648","38.777744","host","1.9.1","USB","27","URB_BULK in",""
"9649","38.778757","1.9.1","host","USB","28","URB_BULK in","00"
"9650","38.778798","host","1.9.1","USB","27","URB_BULK in",""
"9651","38.779796","1.9.1","host","USB","28","URB_BULK in","00"
"9652","38.779829","host","1.9.1","USB","27","URB_BULK in",""
"9653","38.780827","1.9.1","host","USB","28","URB_BULK in","13"
"9654","38.780865","host","1.9.1","USB","27","URB_BULK in",""
"9655","38.781941","1.9.1","host","USB","28","URB_BULK in","00"
"9656","38.781977","host","1.9.1","USB","27","URB_BULK in",""
"9657","38.782926","1.9.1","host","USB","28","URB_BULK in","00"
"9658","38.782956","host","1.9.1","USB","27","URB_BULK in",""
"9659","38.783938","1.9.1","host","USB","28","URB_BULK in","00"
"9660","38.783967","host","1.9.1","USB","27","URB_BULK in",""
"9661","38.784976","1.9.1","host","USB","28","URB_BULK in","00"
"9662","38.785014","host","1.9.1","USB","27","URB_BULK in",""
"9663","38.786017","1.9.1","host","USB","28","URB_BULK in","00"
"9664","38.786061","host","1.9.1","USB","27","URB_BULK in",""
"9665","38.787063","1.9.1","host","USB","28","URB_BULK in","00"
"9666","38.787110","host","1.9.1","USB","27","URB_BULK in",""
"9667","38.788147","1.9.1","host","USB","28","URB_BULK in","00"
"9668","38.788203","host","1.9.1","USB","27","URB_BULK in",""
"9669","38.789132","1.9.1","host","USB","28","URB_BULK in","14"
"9670","38.789175","host","1.9.1","USB","27","URB_BULK in",""
"9671","38.790182","1.9.1","host","USB","28","URB_BULK in","00"
"9672","38.790224","host","1.9.1","USB","27","URB_BULK in",""
"9673","38.791209","1.9.1","host","USB","28","URB_BULK in","00"
"9674","38.791243","host","1.9.1","USB","27","URB_BULK in",""
"9675","38.792242","1.9.1","host","USB","28","URB_BULK in","00"
"9676","38.792277","host","1.9.1","USB","27","URB_BULK in",""
"9677","38.793289","1.9.1","host","USB","28","URB_BULK in","cc"
"9678","38.793322","host","1.9.1","USB","27","URB_BULK in",""
"9684","38.794317","1.9.1","host","USB","28","URB_BULK in","f7"
"9685","38.794332","host","1.9.1","USB","27","URB_BULK in",""
"10033","40.601206","host","1.9.1","USB","39","URB_BULK out","7bff20000600050000005900"
"10034","40.601258","1.9.1","host","USB","27","URB_BULK out",""
"10037","40.601327","host","1.9.1","USB","31","URB_BULK out","01000c00"
"10038","40.601384","1.9.1","host","USB","27","URB_BULK out",""
"10041","40.601443","host","1.9.1","USB","29","URB_BULK out","f2ff"
"10042","40.601485","1.9.1","host","USB","27","URB_BULK out",""
"10056","40.623210","1.9.1","host","USB","28","URB_BULK in","7a"
"10057","40.623254","host","1.9.1","USB","27","URB_BULK in",""
"10058","40.624242","1.9.1","host","USB","28","URB_BULK in","ff"
"10059","40.624280","host","1.9.1","USB","27","URB_BULK in",""
"10063","40.625267","1.9.1","host","USB","28","URB_BULK in","20"
"10064","40.625282","host","1.9.1","USB","27","URB_BULK in",""
"10065","40.626308","1.9.1","host","USB","28","URB_BULK in","80"
"10066","40.626342","host","1.9.1","USB","27","URB_BULK in",""
"10069","40.627353","1.9.1","host","USB","28","URB_BULK in","1e"
"10070","40.627394","host","1.9.1","USB","27","URB_BULK in",""
"10072","40.628386","1.9.1","host","USB","28","URB_BULK in","00"
"10073","40.628414","host","1.9.1","USB","27","URB_BULK in",""
"10074","40.629426","1.9.1","host","USB","28","URB_BULK in","05"
"10075","40.629457","host","1.9.1","USB","27","URB_BULK in",""
"10076","40.630458","1.9.1","host","USB","28","URB_BULK in","00"
"10077","40.630495","host","1.9.1","USB","27","URB_BULK in",""
"10079","40.631501","1.9.1","host","USB","28","URB_BULK in","00"
"10080","40.631529","host","1.9.1","USB","27","URB_BULK in",""
"10081","40.632529","1.9.1","host","USB","28","URB_BULK in","00"
"10082","40.632559","host","1.9.1","USB","27","URB_BULK in",""
"10085","40.633581","1.9.1","host","USB","28","URB_BULK in","41"
"10086","40.633622","host","1.9.1","USB","27","URB_BULK in",""
"10087","40.634621","1.9.1","host","USB","28","URB_BULK in","80"
"10088","40.634655","host","1.9.1","USB","27","URB_BULK in",""
"10089","40.635653","1.9.1","host","USB","28","URB_BULK in","01"
"10090","40.635678","host","1.9.1","USB","27","URB_BULK in",""
"10091","40.636691","1.9.1","host","USB","28","URB_BULK in","00"
"10092","40.636723","host","1.9.1","USB","27","URB_BULK in",""
"10093","40.637723","1.9.1","host","USB","28","URB_BULK in","00"
"10094","40.637741","host","1.9.1","USB","27","URB_BULK in",""
"10095","40.638762","1.9.1","host","USB","28","URB_BULK in","00"
"10096","40.638781","host","1.9.1","USB","27","URB_BULK in",""
"10097","40.639795","1.9.1","host","USB","28","URB_BULK in","14"
"10098","40.639824","host","1.9.1","USB","27","URB_BULK in",""
"10099","40.640842","1.9.1","host","USB","28","URB_BULK in","00"
"10100","40.640871","host","1.9.1","USB","27","URB_BULK in",""
"10103","40.641884","1.9.1","host","USB","28","URB_BULK in","00"
"10104","40.641915","host","1.9.1","USB","27","URB_BULK in",""
"10105","40.642910","1.9.1","host","USB","28","URB_BULK in","00"
"10106","40.642934","host","1.9.1","USB","27","URB_BULK in",""
"10107","40.643986","1.9.1","host","USB","28","URB_BULK in","11"
"10108","40.644015","host","1.9.1","USB","27","URB_BULK in",""
"10109","40.644982","1.9.1","host","USB","28","URB_BULK in","a4"
"10110","40.645010","host","1.9.1","USB","27","URB_BULK in",""
"10111","40.646024","1.9.1","host","USB","28","URB_BULK in","00"
"10112","40.646044","host","1.9.1","USB","27","URB_BULK in",""
"10113","40.647061","1.9.1","host","USB","28","URB_BULK in","00"
"10114","40.647089","host","1.9.1","USB","27","URB_BULK in",""
"10115","40.648116","1.9.1","host","USB","28","URB_BULK in","98"
"10116","40.648144","host","1.9.1","USB","27","URB_BULK in",""
"10119","40.649130","1.9.1","host","USB","28","URB_BULK in","20"
"10120","40.649139","host","1.9.1","USB","27","URB_BULK in",""
"10121","40.650174","1.9.1","host","USB","28","URB_BULK in","00"
"10122","40.650203","host","1.9.1","USB","27","URB_BULK in",""
"10123","40.651210","1.9.1","host","USB","28","URB_BULK in","00"
"10124","40.651238","host","1.9.1","USB","27","URB_BULK in",""
"10125","40.652252","1.9.1","host","USB","28","URB_BULK in","14"
"10126","40.652280","host","1.9.1","USB","27","URB_BULK in",""
"10127","40.653286","1.9.1","host","USB","28","URB_BULK in","00"
"10128","40.653314","host","1.9.1","USB","27","URB_BULK in",""
"10129","40.654328","1.9.1","host","USB","28","URB_BULK in","06"
"10130","40.654356","host","1.9.1","USB","27","URB_BULK in",""
"10131","40.655365","1.9.1","host","USB","28","URB_BULK in","12"
"10132","40.655393","host","1.9.1","USB","27","URB_BULK in",""
"10133","40.656395","1.9.1","host","USB","28","URB_BULK in","01"
"10134","40.656423","host","1.9.1","USB","27","URB_BULK in",""
"10137","40.657442","1.9.1","host","USB","28","URB_BULK in","08"
"10138","40.657476","host","1.9.1","USB","27","URB_BULK in",""
"10141","40.658480","1.9.1","host","USB","28","URB_BULK in","48"
"10142","40.658513","host","1.9.1","USB","27","URB_BULK in",""
"10144","40.659514","1.9.1","host","USB","28","URB_BULK in","03"
"10145","40.659552","host","1.9.1","USB","27","URB_BULK in",""
"10146","40.660554","1.9.1","host","USB","28","URB_BULK in","08"
"10147","40.660589","host","1.9.1","USB","27","URB_BULK in",""
"10148","40.661591","1.9.1","host","USB","28","URB_BULK in","00"
"10149","40.661625","host","1.9.1","USB","27","URB_BULK in",""
"10151","40.662632","1.9.1","host","USB","28","URB_BULK in","00"
"10152","40.662665","host","1.9.1","USB","27","URB_BULK in",""
"10153","40.663703","1.9.1","host","USB","28","URB_BULK in","00"
"10154","40.663766","host","1.9.1","USB","27","URB_BULK in",""
"10155","40.664713","1.9.1","host","USB","28","URB_BULK in","d6"
"10156","40.664760","host","1.9.1","USB","27","URB_BULK in",""
"10159","40.665748","1.9.1","host","USB","28","URB_BULK in","1d"
"10160","40.665792","host","1.9.1","USB","27","URB_BULK in",""
"10197","40.717121","host","1.9.1","USB","39","URB_BULK out","7bff20000600060000005800"
"10198","40.717174","1.9.1","host","USB","27","URB_BULK out",""
"10201","40.717239","host","1.9.1","USB","31","URB_BULK out","00080c00"
"10202","40.717283","1.9.1","host","USB","27","URB_BULK out",""
"10205","40.717345","host","1.9.1","USB","29","URB_BULK out","f3f7"
"10206","40.717386","1.9.1","host","USB","27","URB_BULK out",""
"10224","40.739033","1.9.1","host","USB","28","URB_BULK in","7a"
"10225","40.739081","host","1.9.1","USB","27","URB_BULK in",""
"10226","40.740055","1.9.1","host","USB","28","URB_BULK in","ff"
"10227","40.740078","host","1.9.1","USB","27","URB_BULK in",""
"10229","40.741082","1.9.1","host","USB","28","URB_BULK in","20"
"10230","40.741088","host","1.9.1","USB","27","URB_BULK in",""
"10231","40.742131","1.9.1","host","USB","28","URB_BULK in","80"
"10232","40.742149","host","1.9.1","USB","27","URB_BULK in",""
"10235","40.743167","1.9.1","host","USB","28","URB_BULK in","16"
"10236","40.743175","host","1.9.1","USB","27","URB_BULK in",""
"10238","40.744208","1.9.1","host","USB","28","URB_BULK in","00"
"10239","40.744239","host","1.9.1","USB","27","URB_BULK in",""
"10240","40.745242","1.9.1","host","USB","28","URB_BULK in","06"
"10241","40.745270","host","1.9.1","USB","27","URB_BULK in",""
"10242","40.746281","1.9.1","host","USB","28","URB_BULK in","00"
"10243","40.746313","host","1.9.1","USB","27","URB_BULK in",""
"10245","40.747324","1.9.1","host","USB","28","URB_BULK in","00"
"10246","40.747353","host","1.9.1","USB","27","URB_BULK in",""
"10247","40.748363","1.9.1","host","USB","28","URB_BULK in","00"
"10248","40.748381","host","1.9.1","USB","27","URB_BULK in",""
"10249","40.749401","1.9.1","host","USB","28","URB_BULK in","48"
"10250","40.749421","host","1.9.1","USB","27","URB_BULK in",""
"10251","40.750435","1.9.1","host","USB","28","URB_BULK in","80"
"10252","40.750453","host","1.9.1","USB","27","URB_BULK in",""
"10255","40.751476","1.9.1","host","USB","28","URB_BULK in","00"
"10256","40.751498","host","1.9.1","USB","27","URB_BULK in",""
"10257","40.752506","1.9.1","host","USB","28","URB_BULK in","08"
"10258","40.752535","host","1.9.1","USB","27","URB_BULK in",""
"10259","40.753548","1.9.1","host","USB","28","URB_BULK in","00"
"10260","40.753578","host","1.9.1","USB","27","URB_BULK in",""
"10261","40.754587","1.9.1","host","USB","28","URB_BULK in","00"
"10262","40.754615","host","1.9.1","USB","27","URB_BULK in",""
"10263","40.755625","1.9.1","host","USB","28","URB_BULK in","0c"
"10264","40.755659","host","1.9.1","USB","27","URB_BULK in",""
"10265","40.756657","1.9.1","host","USB","28","URB_BULK in","00"
"10266","40.756686","host","1.9.1","USB","27","URB_BULK in",""
"10267","40.757699","1.9.1","host","USB","28","URB_BULK in","00"
"10268","40.757728","host","1.9.1","USB","27","URB_BULK in",""
"10269","40.758739","1.9.1","host","USB","28","URB_BULK in","00"
"10270","40.758768","host","1.9.1","USB","27","URB_BULK in",""
"10273","40.759774","1.9.1","host","USB","28","URB_BULK in","13"
"10274","40.759804","host","1.9.1","USB","27","URB_BULK in",""
"10275","40.760807","1.9.1","host","USB","28","URB_BULK in","00"
"10276","40.760836","host","1.9.1","USB","27","URB_BULK in",""
"10277","40.761854","1.9.1","host","USB","28","URB_BULK in","00"
"10278","40.761883","host","1.9.1","USB","27","URB_BULK in",""
"10279","40.762883","1.9.1","host","USB","28","URB_BULK in","00"
"10280","40.762929","host","1.9.1","USB","27","URB_BULK in",""
"10281","40.763987","1.9.1","host","USB","28","URB_BULK in","00"
"10282","40.764016","host","1.9.1","USB","27","URB_BULK in",""
"10283","40.764987","1.9.1","host","USB","28","URB_BULK in","00"
"10284","40.765015","host","1.9.1","USB","27","URB_BULK in",""
"10285","40.765995","1.9.1","host","USB","28","URB_BULK in","00"
"10286","40.766024","host","1.9.1","USB","27","URB_BULK in",""
"10289","40.767048","1.9.1","host","USB","28","URB_BULK in","00"
"10290","40.767055","host","1.9.1","USB","27","URB_BULK in",""
"10291","40.768078","1.9.1","host","USB","28","URB_BULK in","15"
"10292","40.768115","host","1.9.1","USB","27","URB_BULK in",""
"10293","40.769118","1.9.1","host","USB","28","URB_BULK in","00"
"10294","40.769137","host","1.9.1","USB","27","URB_BULK in",""
"10295","40.770179","1.9.1","host","USB","28","URB_BULK in","00"
"10296","40.770212","host","1.9.1","USB","27","URB_BULK in",""
"10297","40.771195","1.9.1","host","USB","28","URB_BULK in","00"
"10298","40.771233","host","1.9.1","USB","27","URB_BULK in",""
"10299","40.772235","1.9.1","host","USB","28","URB_BULK in","cb"
"10300","40.772263","host","1.9.1","USB","27","URB_BULK in",""
"10301","40.773263","1.9.1","host","USB","28","URB_BULK in","f7"
"10302","40.773282","host","1.9.1","USB","27","URB_BULK in",""
"10673","42.579147","host","1.9.1","USB","39","URB_BULK out","7bff20000600070000005700"
"10674","42.579198","1.9.1","host","USB","27","URB_BULK out",""
"10677","42.579254","host","1.9.1","USB","31","URB_BULK out","01000c00"
"10678","42.579300","1.9.1","host","USB","27","URB_BULK out",""
"10681","42.579357","host","1.9.1","USB","29","URB_BULK out","f2ff"
"10682","42.579399","1.9.1","host","USB","27","URB_BULK out",""
"10698","42.601177","1.9.1","host","USB","29","URB_BULK in","7aff"
"10699","42.601213","host","1.9.1","USB","27","URB_BULK in",""
"10701","42.603177","1.9.1","host","USB","28","URB_BULK in","20"
"10702","42.603192","host","1.9.1","USB","27","URB_BULK in",""
"10703","42.604211","1.9.1","host","USB","28","URB_BULK in","80"
"10704","42.604231","host","1.9.1","USB","27","URB_BULK in",""
"10705","42.605260","1.9.1","host","USB","28","URB_BULK in","1e"
"10706","42.605289","host","1.9.1","USB","27","URB_BULK in",""
"10707","42.606295","1.9.1","host","USB","28","URB_BULK in","00"
"10708","42.606322","host","1.9.1","USB","27","URB_BULK in",""
"10711","42.607327","1.9.1","host","USB","28","URB_BULK in","07"
"10712","42.607337","host","1.9.1","USB","27","URB_BULK in",""
"10713","42.608371","1.9.1","host","USB","28","URB_BULK in","00"
"10714","42.608402","host","1.9.1","USB","27","URB_BULK in",""
"10715","42.609399","1.9.1","host","USB","28","URB_BULK in","00"
"10716","42.609428","host","1.9.1","USB","27","URB_BULK in",""
"10717","42.610441","1.9.1","host","USB","28","URB_BULK in","00"
"10718","42.610472","host","1.9.1","USB","27","URB_BULK in",""
"10719","42.611482","1.9.1","host","USB","28","URB_BULK in","3f"
"10720","42.611510","host","1.9.1","USB","27","URB_BULK in",""
"10721","42.612516","1.9.1","host","USB","28","URB_BULK in","80"
"10722","42.612544","host","1.9.1","USB","27","URB_BULK in",""
"10723","42.613556","1.9.1","host","USB","28","URB_BULK in","01"
"10724","42.613584","host","1.9.1","USB","27","URB_BULK in",""
"10725","42.614590","1.9.1","host","USB","28","URB_BULK in","00"
"10726","42.614619","host","1.9.1","USB","27","URB_BULK in",""
"10729","42.615637","1.9.1","host","USB","28","URB_BULK in","00"
"10730","42.615666","host","1.9.1","USB","27","URB_BULK in",""
"10731","42.616671","1.9.1","host","USB","28","URB_BULK in","00"
"10732","42.616701","host","1.9.1","USB","27","URB_BULK in",""
"10735","42.617712","1.9.1","host","USB","28","URB_BULK in","14"
"10736","42.617740","host","1.9.1","USB","27","URB_BULK in",""
"10737","42.618740","1.9.1","host","USB","28","URB_BULK in","00"
"10738","42.618769","host","1.9.1","USB","27","URB_BULK in",""
"10740","42.619774","1.9.1","host","USB","28","URB_BULK in","00"
"10741","42.619802","host","1.9.1","USB","27","URB_BULK in",""
"10742","42.620815","1.9.1","host","USB","28","URB_BULK in","00"
"10743","42.620844","host","1.9.1","USB","27","URB_BULK in",""
"10744","42.621851","1.9.1","host","USB","28","URB_BULK in","11"
"10745","42.621881","host","1.9.1","USB","27","URB_BULK in",""
"10747","42.622891","1.9.1","host","USB","28","URB_BULK in","a4"
"10748","42.622920","host","1.9.1","USB","27","URB_BULK in",""
"10751","42.623933","1.9.1","host","USB","28","URB_BULK in","00"
"10752","42.623964","host","1.9.1","USB","27","URB_BULK in",""
"10753","42.624965","1.9.1","host","USB","28","URB_BULK in","00"
"10754","42.624995","host","1.9.1","USB","27","URB_BULK in",""
"10755","42.626053","1.9.1","host","USB","28","URB_BULK in","98"
"10756","42.626083","host","1.9.1","USB","27","URB_BULK in",""
"10757","42.627054","1.9.1","host","USB","28","URB_BULK in","20"
"10758","42.627083","host","1.9.1","USB","27","URB_BULK in",""
"10759","42.628079","1.9.1","host","USB","28","URB_BULK in","00"
"10760","42.628106","host","1.9.1","USB","27","URB_BULK in",""
"10761","42.629125","1.9.1","host","USB","28","URB_BULK in","00"
"10762","42.629143","host","1.9.1","USB","27","URB_BULK in",""
"10763","42.630158","1.9.1","host","USB","28","URB_BULK in","14"
"10764","42.630185","host","1.9.1","USB","27","URB_BULK in",""
"10767","42.631196","1.9.1","host","USB","28","URB_BULK in","00"
"10768","42.631205","host","1.9.1","USB","27","URB_BULK in",""
"10769","42.632232","1.9.1","host","USB","28","URB_BULK in","06"
"10770","42.632256","host","1.9.1","USB","27","URB_BULK in",""
"10771","42.633274","1.9.1","host","USB","28","URB_BULK in","12"
"10772","42.633292","host","1.9.1","USB","27","URB_BULK in",""
"10773","42.634320","1.9.1","host","USB","28","URB_BULK in","01"
"10774","42.634363","host","1.9.1","USB","27","URB_BULK in",""
"10775","42.635353","1.9.1","host","USB","28","URB_BULK in","08"
"10776","42.635382","host","1.9.1","USB","27","URB_BULK in",""
"10777","42.636385","1.9.1","host","USB","28","URB_BULK in","48"
"10778","42.636412","host","1.9.1","USB","27","URB_BULK in",""
"10781","42.637422","1.9.1","host","USB","28","URB_BULK in","03"
"10782","42.637450","host","1.9.1","USB","27","URB_BULK in",""
"10783","42.638466","1.9.1","host","USB","28","URB_BULK in","08"
"10784","42.638488","host","1.9.1","USB","27","URB_BULK in",""
"10785","42.639493","1.9.1","host","USB","28","URB_BULK in","00"
"10786","42.639521","host","1.9.1","USB","27","URB_BULK in",""
"10787","42.640537","1.9.1","host","USB","28","URB_BULK in","00"
"10788","42.640564","host","1.9.1","USB","27","URB_BULK in",""
"10789","42.641568","1.9.1","host","USB","28","URB_BULK in","00"
"10790","42.641597","host","1.9.1","USB","27","URB_BULK in",""
"10791","42.642608","1.9.1","host","USB","28","URB_BULK in","d6"
"10792","42.642637","host","1.9.1","USB","27","URB_BULK in",""
"10793","42.643650","1.9.1","host","USB","28","URB_BULK in","1d"
"10794","42.643679","host","1.9.1","USB","27","URB_BULK in",""
"10805","42.696207","host","1.9.1","USB","39","URB_BULK out","7bff20000600080000005600"
"10806","42.696260","1.9.1","host","USB","27","URB_BULK out",""
"10809","42.696319","host","1.9.1","USB","31","URB_BULK out","00080c00"
"10810","42.696359","1.9.1","host","USB","27","URB_BULK out",""
"10813","42.696406","host","1.9.1","USB","29","URB_BULK out","f3f7"
"10814","42.696463","1.9.1","host","USB","27","URB_BULK out",""
"10846","42.718152","1.9.1","host","USB","28","URB_BULK in","7a"
"10847","42.718182","host","1.9.1","USB","27","URB_BULK in",""
"10848","42.719182","1.9.1","host","USB","28","URB_BULK in","ff"
"10849","42.719201","host","1.9.1","USB","27","URB_BULK in",""
"10851","42.720217","1.9.1","host","USB","28","URB_BULK in","20"
"10852","42.720239","host","1.9.1","USB","27","URB_BULK in",""
"10853","42.721260","1.9.1","host","USB","28","URB_BULK in","80"
"10854","42.721289","host","1.9.1","USB","27","URB_BULK in",""
"10855","42.722305","1.9.1","host","USB","28","URB_BULK in","16"
"10856","42.722339","host","1.9.1","USB","27","URB_BULK in",""
"10858","42.723328","1.9.1","host","USB","28","URB_BULK in","00"
"10859","42.723356","host","1.9.1","USB","27","URB_BULK in",""
"10860","42.724370","1.9.1","host","USB","28","URB_BULK in","08"
"10861","42.724399","host","1.9.1","USB","27","URB_BULK in",""
"10862","42.725411","1.9.1","host","USB","28","URB_BULK in","00"
"10863","42.725440","host","1.9.1","USB","27","URB_BULK in",""
"10865","42.726450","1.9.1","host","USB","28","URB_BULK in","00"
"10866","42.726468","host","1.9.1","USB","27","URB_BULK in",""
"10867","42.727485","1.9.1","host","USB","28","URB_BULK in","00"
"10868","42.727503","host","1.9.1","USB","27","URB_BULK in",""
"10869","42.728520","1.9.1","host","USB","28","URB_BULK in","46"
"10870","42.728548","host","1.9.1","USB","27","URB_BULK in",""
"10871","42.729565","1.9.1","host","USB","28","URB_BULK in","80"
"10872","42.729583","host","1.9.1","USB","27","URB_BULK in",""
"10873","42.730598","1.9.1","host","USB","28","URB_BULK in","00"
"10874","42.730615","host","1.9.1","USB","27","URB_BULK in",""
"10875","42.731636","1.9.1","host","USB","28","URB_BULK in","08"
"10876","42.731653","host","1.9.1","USB","27","URB_BULK in",""
"10877","42.732673","1.9.1","host","USB","28","URB_BULK in","00"
"10878","42.732691","host","1.9.1","USB","27","URB_BULK in",""
"10879","42.733709","1.9.1","host","USB","28","URB_BULK in","00"
"10880","42.733727","host","1.9.1","USB","27","URB_BULK in",""
"10881","42.734743","1.9.1","host","USB","28","URB_BULK in","0c"
"10882","42.734762","host","1.9.1","USB","27","URB_BULK in",""
"10883","42.735786","1.9.1","host","USB","28","URB_BULK in","00"
"10884","42.735804","host","1.9.1","USB","27","URB_BULK in",""
"10885","42.736817","1.9.1","host","USB","28","URB_BULK in","00"
"10886","42.736835","host","1.9.1","USB","27","URB_BULK in",""
"10887","42.737860","1.9.1","host","USB","28","URB_BULK in","00"
"10888","42.737878","host","1.9.1","USB","27","URB_BULK in",""
"10889","42.738912","1.9.1","host","USB","28","URB_BULK in","13"
"10890","42.738951","host","1.9.1","USB","27","URB_BULK in",""
"10891","42.739937","1.9.1","host","USB","28","URB_BULK in","00"
