"No.","Time","Source","Destination","Protocol","Length","Info","capture"
"13","0.000000","host","1.2.0","USB","36","GET DESCRIPTOR Request DEVICE",""
"14","0.000000","1.2.0","host","USB","46","GET DESCRIPTOR Response DEVICE",""
"15","0.000000","host","1.2.0","USB","36","GET DESCRIPTOR Request CONFIGURATION",""
"16","0.000000","1.2.0","host","USB","60","GET DESCRIPTOR Response CONFIGURATION",""
"17","0.000000","host","1.2.0","USB","36","SET CONFIGURATION Request",""
"18","0.000000","1.2.0","host","USB","28","SET CONFIGURATION Response",""
"57","0.014043","host","1.2.0","USB","36","URB_CONTROL in",""
"58","0.014075","host","1.2.0","USB","36","URB_CONTROL in",""
"61","0.015521","1.2.0","host","USB","29","URB_CONTROL in",""
"62","0.018519","1.2.0","host","USB","47","URB_CONTROL in",""
"85","0.110044","host","1.2.0","USB","36","URB_CONTROL in",""
"86","0.110077","host","1.2.0","USB","36","URB_CONTROL in",""
"89","0.111519","1.2.0","host","USB","29","URB_CONTROL in",""
"90","0.114519","1.2.0","host","USB","47","URB_CONTROL in",""
"115","0.205017","host","1.2.0","USB","36","URB_CONTROL in",""
"116","0.205034","host","1.2.0","USB","36","URB_CONTROL in",""
"117","0.206522","1.2.0","host","USB","29","URB_CONTROL in",""
"118","0.209509","1.2.0","host","USB","47","URB_CONTROL in",""
"449","0.300606","host","1.2.0","USB","36","URB_CONTROL in",""
"450","0.300638","host","1.2.0","USB","36","URB_CONTROL in",""
"451","0.302538","1.2.0","host","USB","29","URB_CONTROL in",""
"452","0.305522","1.2.0","host","USB","47","URB_CONTROL in",""
"475","0.393253","host","1.2.0","USB","36","URB_CONTROL in",""
"476","0.393323","host","1.2.0","USB","36","URB_CONTROL in",""
"477","0.394527","1.2.0","host","USB","29","URB_CONTROL in",""
"480","0.397532","1.2.0","host","USB","47","URB_CONTROL in",""
"503","0.487320","host","1.2.0","USB","36","URB_CONTROL in",""
"504","0.487375","host","1.2.0","USB","36","URB_CONTROL in",""
"505","0.488529","1.2.0","host","USB","29","URB_CONTROL in",""
"508","0.491533","1.2.0","host","USB","47","URB_CONTROL in",""
"531","0.581884","host","1.2.0","USB","36","URB_CONTROL in",""
"532","0.581946","host","1.2.0","USB","36","URB_CONTROL in",""
"533","0.583543","1.2.0","host","USB","29","URB_CONTROL in",""
"534","0.586537","1.2.0","host","USB","47","URB_CONTROL in",""
"559","0.677886","host","1.2.0","USB","36","URB_CONTROL in",""
"560","0.677947","host","1.2.0","USB","36","URB_CONTROL in",""
"561","0.679533","1.2.0","host","USB","29","URB_CONTROL in",""
"562","0.682538","1.2.0","host","USB","47","URB_CONTROL in",""
"589","0.771919","host","1.2.0","USB","36","URB_CONTROL in",""
"590","0.771969","host","1.2.0","USB","36","URB_CONTROL in",""
"591","0.773532","1.2.0","host","USB","29","URB_CONTROL in",""
"594","0.776596","1.2.0","host","USB","47","URB_CONTROL in",""
"617","0.866589","host","1.2.0","USB","36","URB_CONTROL in",""
"618","0.866647","host","1.2.0","USB","36","URB_CONTROL in",""
"639","0.868551","1.2.0","host","USB","29","URB_CONTROL in",""
"642","0.871561","1.2.0","host","USB","47","URB_CONTROL in",""
"665","0.961671","host","1.2.0","USB","36","URB_CONTROL in",""
"666","0.961726","host","1.2.0","USB","36","URB_CONTROL in",""
"667","0.963538","1.2.0","host","USB","29","URB_CONTROL in",""
"668","0.966538","1.2.0","host","USB","47","URB_CONTROL in",""
"693","1.057597","host","1.2.0","USB","36","URB_CONTROL in",""
"694","1.057638","host","1.2.0","USB","36","URB_CONTROL in",""
"695","1.059553","1.2.0","host","USB","29","URB_CONTROL in",""
"698","1.062542","1.2.0","host","USB","47","URB_CONTROL in",""
"721","1.151549","host","1.2.0","USB","36","URB_CONTROL in",""
"722","1.151587","host","1.2.0","USB","36","URB_CONTROL in",""
"723","1.153544","1.2.0","host","USB","29","URB_CONTROL in",""
"724","1.156553","1.2.0","host","USB","47","URB_CONTROL in",""
"749","1.245683","host","1.2.0","USB","36","URB_CONTROL in",""
"750","1.245713","host","1.2.0","USB","36","URB_CONTROL in",""
"753","1.247613","1.2.0","host","USB","29","URB_CONTROL in",""
"754","1.250557","1.2.0","host","USB","47","URB_CONTROL in",""
"777","1.338336","host","1.2.0","USB","36","URB_CONTROL in",""
"778","1.338379","host","1.2.0","USB","36","URB_CONTROL in",""
"779","1.339563","1.2.0","host","USB","29","URB_CONTROL in",""
"780","1.342556","1.2.0","host","USB","47","URB_CONTROL in",""
"795","1.396086","host","1.2.0","USB","36","URB_CONTROL out",""
"796","1.396572","1.2.0","host","USB","28","URB_CONTROL out",""
"797","1.396611","host","1.2.0","USB","36","URB_CONTROL in",""
"798","1.396639","host","1.2.0","USB","36","URB_CONTROL in",""
"799","1.396665","host","1.2.1","USB","39","URB_BULK out","7bff000000000d01000076ff"
"800","1.396740","1.2.1","host","USB","27","URB_BULK out",""
"801","1.396770","host","1.2.0","USB","36","URB_CONTROL in",""
"802","1.399551","1.2.0","host","USB","47","URB_CONTROL in",""
"805","1.400629","host","1.2.0","USB","36","URB_CONTROL in",""
"806","1.402556","1.2.0","host","USB","47","URB_CONTROL in",""
"807","1.405553","1.2.0","host","USB","47","URB_CONTROL in",""
"810","1.408618","1.2.0","host","USB","47","URB_CONTROL in",""
"811","1.411945","1.2.1","host","USB","28","URB_BULK in","7a"
"812","1.411995","host","1.2.1","USB","27","URB_BULK in",""
"813","1.412963","1.2.1","host","USB","28","URB_BULK in","ff"
"814","1.412987","host","1.2.1","USB","27","URB_BULK in",""
"815","1.414004","1.2.1","host","USB","28","URB_BULK in","00"
"816","1.414027","host","1.2.1","USB","27","URB_BULK in",""
"817","1.415047","1.2.1","host","USB","28","URB_BULK in","80"
"818","1.415071","host","1.2.1","USB","27","URB_BULK in",""
"819","1.416080","1.2.1","host","USB","28","URB_BULK in","00"
"820","1.416102","host","1.2.1","USB","27","URB_BULK in",""
"823","1.416627","host","1.2.0","USB","36","URB_CONTROL in",""
"824","1.417120","1.2.1","host","USB","28","URB_BULK in","00"
"825","1.417148","host","1.2.1","USB","27","URB_BULK in",""
"826","1.418160","1.2.1","host","USB","28","URB_BULK in","0d"
"827","1.418186","host","1.2.1","USB","27","URB_BULK in",""
"828","1.418556","1.2.0","host","USB","47","URB_CONTROL in",""
"829","1.419195","1.2.1","host","USB","28","URB_BULK in","01"
"830","1.419218","host","1.2.1","USB","27","URB_BULK in",""
"831","1.420230","1.2.1","host","USB","28","URB_BULK in","00"
"832","1.420252","host","1.2.1","USB","27","URB_BULK in",""
"833","1.421273","1.2.1","host","USB","28","URB_BULK in","00"
"834","1.421294","host","1.2.1","USB","27","URB_BULK in",""
"835","1.422304","1.2.1","host","USB","28","URB_BULK in","77"
"836","1.422327","host","1.2.1","USB","27","URB_BULK in",""
"837","1.423347","1.2.1","host","USB","28","URB_BULK in","7f"
"838","1.423371","host","1.2.1","USB","27","URB_BULK in",""
"843","1.432673","host","1.2.0","USB","36","URB_CONTROL in",""
"844","1.432685","host","1.2.0","USB","36","URB_CONTROL in",""
"845","1.434555","1.2.0","host","USB","29","URB_CONTROL in",""
"846","1.437553","1.2.0","host","USB","47","URB_CONTROL in",""
"869","1.526521","host","1.2.0","USB","36","URB_CONTROL in",""
"871","1.526579","host","1.2.0","USB","36","URB_CONTROL in",""
"873","1.528568","1.2.0","host","USB","29","URB_CONTROL in",""
"874","1.531562","1.2.0","host","USB","47","URB_CONTROL in",""
"897","1.619078","host","1.2.0","USB","36","URB_CONTROL in",""
"898","1.619127","host","1.2.0","USB","36","URB_CONTROL in",""
"899","1.620573","1.2.0","host","USB","29","URB_CONTROL in",""
"902","1.623578","1.2.0","host","USB","47","URB_CONTROL in",""
"925","1.712709","host","1.2.0","USB","36","URB_CONTROL in",""
"926","1.712762","host","1.2.0","USB","36","URB_CONTROL in",""
"927","1.714569","1.2.0","host","USB","29","URB_CONTROL in",""
"930","1.717576","1.2.0","host","USB","47","URB_CONTROL in",""
"955","1.808713","host","1.2.0","USB","36","URB_CONTROL in",""
"956","1.808764","host","1.2.0","USB","36","URB_CONTROL in",""
"957","1.810577","1.2.0","host","USB","29","URB_CONTROL in",""
"960","1.813570","1.2.0","host","USB","47","URB_CONTROL in",""
"1003","1.904043","host","1.2.0","USB","36","URB_CONTROL in",""
"1004","1.904087","host","1.2.0","USB","36","URB_CONTROL in",""
"1007","1.905587","1.2.0","host","USB","29","URB_CONTROL in",""
"1008","1.908590","1.2.0","host","USB","47","URB_CONTROL in",""
"1013","1.996718","host","1.2.0","USB","36","URB_CONTROL in",""
"1014","1.996767","host","1.2.0","USB","36","URB_CONTROL in",""
"1015","1.998577","1.2.0","host","USB","29","URB_CONTROL in",""
"1016","2.001580","1.2.0","host","USB","47","URB_CONTROL in",""
"1017","2.090591","host","1.2.0","USB","36","URB_CONTROL in",""
"1018","2.090702","host","1.2.0","USB","36","URB_CONTROL in",""
"1019","2.092595","1.2.0","host","USB","29","URB_CONTROL in",""
"1020","2.095594","1.2.0","host","USB","47","URB_CONTROL in",""
"1021","2.184482","host","1.2.0","USB","36","URB_CONTROL in",""
"1022","2.184531","host","1.2.0","USB","36","URB_CONTROL in",""
"1023","2.186585","1.2.0","host","USB","29","URB_CONTROL in",""
"1024","2.189580","1.2.0","host","USB","47","URB_CONTROL in",""
"1027","2.277387","host","1.2.0","USB","36","URB_CONTROL in",""
"1028","2.277433","host","1.2.0","USB","36","URB_CONTROL in",""
"1029","2.278604","1.2.0","host","USB","29","URB_CONTROL in",""
"1030","2.281597","1.2.0","host","USB","47","URB_CONTROL in",""
"1037","2.371517","host","1.2.0","USB","36","URB_CONTROL in",""
"1038","2.371592","host","1.2.0","USB","36","URB_CONTROL in",""
"1039","2.373603","1.2.0","host","USB","29","URB_CONTROL in",""
"1040","2.376586","1.2.0","host","USB","47","URB_CONTROL in",""
"1041","2.465483","host","1.2.0","USB","36","URB_CONTROL in",""
"1042","2.465534","host","1.2.0","USB","36","URB_CONTROL in",""
"1043","2.467594","1.2.0","host","USB","29","URB_CONTROL in",""
"1044","2.470595","1.2.0","host","USB","47","URB_CONTROL in",""
"1045","2.560678","host","1.2.0","USB","36","URB_CONTROL in",""
"1046","2.560742","host","1.2.0","USB","36","URB_CONTROL in",""
"1047","2.562612","1.2.0","host","USB","29","URB_CONTROL in",""
"1048","2.565602","1.2.0","host","USB","47","URB_CONTROL in",""
"1059","2.655123","host","1.2.0","USB","36","URB_CONTROL in",""
"1060","2.655156","host","1.2.0","USB","36","URB_CONTROL in",""
"1061","2.656602","1.2.0","host","USB","29","URB_CONTROL in",""
"1062","2.659605","1.2.0","host","USB","47","URB_CONTROL in",""
"1087","2.750642","host","1.2.0","USB","36","URB_CONTROL in",""
"1088","2.750669","host","1.2.0","USB","36","URB_CONTROL in",""
"1089","2.752628","1.2.0","host","USB","29","URB_CONTROL in",""
"1090","2.755617","1.2.0","host","USB","47","URB_CONTROL in",""
"1117","2.845700","host","1.2.0","USB","36","URB_CONTROL in",""
"1118","2.845739","host","1.2.0","USB","36","URB_CONTROL in",""
"1119","2.847671","1.2.0","host","USB","29","URB_CONTROL in",""
"1120","2.850605","1.2.0","host","USB","47","URB_CONTROL in",""
"1157","2.940045","host","1.2.0","USB","36","URB_CONTROL in",""
"1158","2.940097","host","1.2.0","USB","36","URB_CONTROL in",""
"1159","2.941629","1.2.0","host","USB","29","URB_CONTROL in",""
"1160","2.944612","1.2.0","host","USB","47","URB_CONTROL in",""
"1177","3.033805","host","1.2.0","USB","36","URB_CONTROL in",""
"1178","3.033859","host","1.2.0","USB","36","URB_CONTROL in",""
"1179","3.035622","1.2.0","host","USB","29","URB_CONTROL in",""
"1180","3.038622","1.2.0","host","USB","47","URB_CONTROL in",""
"1187","3.127881","host","1.2.0","USB","36","URB_CONTROL in",""
"1188","3.127990","host","1.2.0","USB","36","URB_CONTROL in",""
"1189","3.129625","1.2.0","host","USB","29","URB_CONTROL in",""
"1190","3.132625","1.2.0","host","USB","47","URB_CONTROL in",""
"1205","3.221646","host","1.2.0","USB","36","URB_CONTROL in",""
"1206","3.221688","host","1.2.0","USB","36","URB_CONTROL in",""
"1209","3.223626","1.2.0","host","USB","29","URB_CONTROL in",""
"1210","3.226618","1.2.0","host","USB","47","URB_CONTROL in",""
"1235","3.315317","host","1.2.0","USB","36","URB_CONTROL in",""
"1236","3.315343","host","1.2.0","USB","36","URB_CONTROL in",""
"1237","3.316627","1.2.0","host","USB","29","URB_CONTROL in",""
"1238","3.319632","1.2.0","host","USB","47","URB_CONTROL in",""
"1249","3.410850","host","1.2.0","USB","36","URB_CONTROL in",""
"1250","3.410934","host","1.2.0","USB","36","URB_CONTROL in",""
"1251","3.412637","1.2.0","host","USB","29","URB_CONTROL in",""
"1252","3.415654","1.2.0","host","USB","47","URB_CONTROL in",""
"1261","3.503750","host","1.2.0","USB","36","URB_CONTROL in",""
"1262","3.503805","host","1.2.0","USB","36","URB_CONTROL in",""
"1265","3.505643","1.2.0","host","USB","29","URB_CONTROL in",""
"1266","3.508644","1.2.0","host","USB","47","URB_CONTROL in",""
"1289","3.595576","host","1.2.0","USB","36","URB_CONTROL in",""
"1290","3.595635","host","1.2.0","USB","36","URB_CONTROL in",""
"1291","3.597715","1.2.0","host","USB","29","URB_CONTROL in",""
"1292","3.600634","1.2.0","host","USB","47","URB_CONTROL in",""
"1307","3.689902","host","1.2.0","USB","36","URB_CONTROL in",""
"1308","3.689960","host","1.2.0","USB","36","URB_CONTROL in",""
"1309","3.691650","1.2.0","host","USB","29","URB_CONTROL in",""
"1310","3.694646","1.2.0","host","USB","47","URB_CONTROL in",""
"1311","3.782773","host","1.2.0","USB","36","URB_CONTROL in",""
"1312","3.782852","host","1.2.0","USB","36","URB_CONTROL in",""
"1315","3.784653","1.2.0","host","USB","29","URB_CONTROL in",""
"1316","3.787650","1.2.0","host","USB","47","URB_CONTROL in",""
"1317","3.877256","host","1.2.0","USB","36","URB_CONTROL in",""
"1318","3.877343","host","1.2.0","USB","36","URB_CONTROL in",""
"1319","3.878660","1.2.0","host","USB","29","URB_CONTROL in",""
"1320","3.881672","1.2.0","host","USB","47","URB_CONTROL in",""
"1341","3.969683","host","1.2.0","USB","36","URB_CONTROL in",""
"1342","3.969768","host","1.2.0","USB","36","URB_CONTROL in",""
"1343","3.971666","1.2.0","host","USB","29","URB_CONTROL in",""
"1344","3.974676","1.2.0","host","USB","47","URB_CONTROL in",""
"1345","4.062943","host","1.2.0","USB","36","URB_CONTROL in",""
"1346","4.063029","host","1.2.0","USB","36","URB_CONTROL in",""
"1347","4.064654","1.2.0","host","USB","29","URB_CONTROL in",""
"1348","4.067648","1.2.0","host","USB","47","URB_CONTROL in",""
"1349","4.156873","host","1.2.0","USB","36","URB_CONTROL in",""
"1350","4.156958","host","1.2.0","USB","36","URB_CONTROL in",""
"1351","4.158658","1.2.0","host","USB","29","URB_CONTROL in",""
"1352","4.161665","1.2.0","host","USB","47","URB_CONTROL in",""
"1355","4.250250","host","1.2.0","USB","36","URB_CONTROL in",""
"1356","4.250331","host","1.2.0","USB","36","URB_CONTROL in",""
"1357","4.251689","1.2.0","host","USB","29","URB_CONTROL in",""
"1358","4.254660","1.2.0","host","USB","47","URB_CONTROL in",""
"1365","4.343725","host","1.2.0","USB","36","URB_CONTROL in",""
"1366","4.343783","host","1.2.0","USB","36","URB_CONTROL in",""
"1367","4.345672","1.2.0","host","USB","29","URB_CONTROL in",""
"1368","4.348671","1.2.0","host","USB","47","URB_CONTROL in",""
"1379","4.439721","host","1.2.0","USB","36","URB_CONTROL in",""
"1380","4.439766","host","1.2.0","USB","36","URB_CONTROL in",""
"1381","4.441674","1.2.0","host","USB","29","URB_CONTROL in",""
"1384","4.444671","1.2.0","host","USB","47","URB_CONTROL in",""
"1407","4.534720","host","1.2.0","USB","36","URB_CONTROL in",""
"1408","4.534761","host","1.2.0","USB","36","URB_CONTROL in",""
"1409","4.536676","1.2.0","host","USB","29","URB_CONTROL in",""
"1412","4.539674","1.2.0","host","USB","47","URB_CONTROL in",""
"1435","4.630730","host","1.2.0","USB","36","URB_CONTROL in",""
"1436","4.630787","host","1.2.0","USB","36","URB_CONTROL in",""
"1437","4.632700","1.2.0","host","USB","29","URB_CONTROL in",""
"1440","4.635675","1.2.0","host","USB","47","URB_CONTROL in",""
"1463","4.725660","host","1.2.0","USB","36","URB_CONTROL in",""
"1464","4.725700","host","1.2.0","USB","36","URB_CONTROL in",""
"1467","4.727686","1.2.0","host","USB","29","URB_CONTROL in",""
"1468","4.730671","1.2.0","host","USB","47","URB_CONTROL in",""
"1493","4.820042","host","1.2.0","USB","36","URB_CONTROL in",""
"1494","4.820090","host","1.2.0","USB","36","URB_CONTROL in",""
"1497","4.821689","1.2.0","host","USB","29","URB_CONTROL in",""
"1498","4.824685","1.2.0","host","USB","47","URB_CONTROL in",""
"1523","4.914502","host","1.2.0","USB","36","URB_CONTROL in",""
"1524","4.914561","host","1.2.0","USB","36","URB_CONTROL in",""
"1525","4.915695","1.2.0","host","USB","29","URB_CONTROL in",""
"1526","4.918678","1.2.0","host","USB","47","URB_CONTROL in",""
"1527","5.009731","host","1.2.0","USB","36","URB_CONTROL in",""
"1528","5.009841","host","1.2.0","USB","36","URB_CONTROL in",""
"1529","5.011716","1.2.0","host","USB","29","URB_CONTROL in",""
"1530","5.014682","1.2.0","host","USB","47","URB_CONTROL in",""
"1531","5.103475","host","1.2.0","USB","36","URB_CONTROL in",""
"1532","5.103552","host","1.2.0","USB","36","URB_CONTROL in",""
"1533","5.104697","1.2.0","host","USB","29","URB_CONTROL in",""
"1534","5.107692","1.2.0","host","USB","47","URB_CONTROL in",""
"1559","5.198027","host","1.2.0","USB","36","URB_CONTROL in",""
"1560","5.198068","host","1.2.0","USB","36","URB_CONTROL in",""
"1561","5.199702","1.2.0","host","USB","29","URB_CONTROL in",""
"1562","5.202694","1.2.0","host","USB","47","URB_CONTROL in",""
"1587","5.293757","host","1.2.0","USB","36","URB_CONTROL in",""
"1588","5.293810","host","1.2.0","USB","36","URB_CONTROL in",""
"1589","5.295699","1.2.0","host","USB","29","URB_CONTROL in",""
"1592","5.298786","1.2.0","host","USB","47","URB_CONTROL in",""
"1609","5.388710","host","1.2.0","USB","36","URB_CONTROL in",""
"1610","5.388781","host","1.2.0","USB","36","URB_CONTROL in",""
"1611","5.390706","1.2.0","host","USB","29","URB_CONTROL in",""
"1612","5.393711","1.2.0","host","USB","47","URB_CONTROL in",""
"1613","5.438719","host","1.2.0","USB","36","URB_CONTROL out",""
"1614","5.439699","1.2.0","host","USB","28","URB_CONTROL out",""
"1615","5.439758","host","1.2.0","USB","36","URB_CONTROL in",""
"1616","5.439800","host","1.2.0","USB","36","URB_CONTROL in",""
"1617","5.439842","host","1.2.1","USB","39","URB_BULK out","7bff000000000e01000075ff"
"1618","5.439912","1.2.1","host","USB","27","URB_BULK out",""
"1619","5.439965","host","1.2.0","USB","36","URB_CONTROL in",""
"1620","5.442698","1.2.0","host","USB","47","URB_CONTROL in",""
"1621","5.445709","1.2.0","host","USB","47","URB_CONTROL in",""
"1622","5.448708","1.2.0","host","USB","47","URB_CONTROL in",""
"1623","5.451693","host","1.2.0","USB","36","URB_CONTROL in",""
"1626","5.453719","1.2.0","host","USB","47","URB_CONTROL in",""
"1627","5.455139","1.2.1","host","USB","28","URB_BULK in","7a"
"1628","5.455199","host","1.2.1","USB","27","URB_BULK in",""
"1629","5.456167","1.2.1","host","USB","28","URB_BULK in","ff"
"1630","5.456202","host","1.2.1","USB","27","URB_BULK in",""
"1631","5.457203","1.2.1","host","USB","28","URB_BULK in","00"
"1632","5.457233","host","1.2.1","USB","27","URB_BULK in",""
"1633","5.458238","1.2.1","host","USB","28","URB_BULK in","80"
"1634","5.458270","host","1.2.1","USB","27","URB_BULK in",""
"1635","5.459278","1.2.1","host","USB","28","URB_BULK in","00"
"1636","5.459309","host","1.2.1","USB","27","URB_BULK in",""
"1637","5.460318","1.2.1","host","USB","28","URB_BULK in","00"
"1638","5.460348","host","1.2.1","USB","27","URB_BULK in",""
"1639","5.461368","1.2.1","host","USB","28","URB_BULK in","0e"
"1640","5.461410","host","1.2.1","USB","27","URB_BULK in",""
"1641","5.462402","1.2.1","host","USB","28","URB_BULK in","01"
"1642","5.462449","host","1.2.1","USB","27","URB_BULK in",""
"1643","5.463431","1.2.1","host","USB","28","URB_BULK in","00"
"1644","5.463456","host","1.2.1","USB","27","URB_BULK in",""
"1645","5.464463","1.2.1","host","USB","28","URB_BULK in","00"
"1646","5.464494","host","1.2.1","USB","27","URB_BULK in",""
"1647","5.465502","1.2.1","host","USB","28","URB_BULK in","76"
"1648","5.465531","host","1.2.1","USB","27","URB_BULK in",""
"1649","5.466535","1.2.1","host","USB","28","URB_BULK in","7f"
"1650","5.466563","host","1.2.1","USB","27","URB_BULK in",""
"1653","5.483671","host","1.2.0","USB","36","URB_CONTROL in",""
"1654","5.483728","host","1.2.0","USB","36","URB_CONTROL in",""
"1655","5.485697","1.2.0","host","USB","29","URB_CONTROL in",""
"1658","5.488704","1.2.0","host","USB","47","URB_CONTROL in",""
"1679","5.579451","host","1.2.0","USB","36","URB_CONTROL in",""
"1680","5.579538","host","1.2.0","USB","36","URB_CONTROL in",""
"1681","5.580711","1.2.0","host","USB","29","URB_CONTROL in",""
"1684","5.583717","1.2.0","host","USB","47","URB_CONTROL in",""
"1707","5.674424","host","1.2.0","USB","36","URB_CONTROL in",""
"1708","5.674465","host","1.2.0","USB","36","URB_CONTROL in",""
"1709","5.675716","1.2.0","host","USB","29","URB_CONTROL in",""
"1710","5.678715","1.2.0","host","USB","47","URB_CONTROL in",""
"1733","5.768113","host","1.2.0","USB","36","URB_CONTROL in",""
"1734","5.768169","host","1.2.0","USB","36","URB_CONTROL in",""
"1737","5.769725","1.2.0","host","USB","29","URB_CONTROL in",""
"1738","5.772711","1.2.0","host","USB","47","URB_CONTROL in",""
"1763","5.861128","host","1.2.0","USB","36","URB_CONTROL in",""
"1764","5.861171","host","1.2.0","USB","36","URB_CONTROL in",""
"1765","5.862728","1.2.0","host","USB","29","URB_CONTROL in",""
"1768","5.865725","1.2.0","host","USB","47","URB_CONTROL in",""
"1809","5.955812","host","1.2.0","USB","36","URB_CONTROL in",""
"1810","5.955848","host","1.2.0","USB","36","URB_CONTROL in",""
"1813","5.957735","1.2.0","host","USB","29","URB_CONTROL in",""
"1814","5.960722","1.2.0","host","USB","47","URB_CONTROL in",""
"1837","6.049747","host","1.2.0","USB","36","URB_CONTROL in",""
"1838","6.049780","host","1.2.0","USB","36","URB_CONTROL in",""
"1839","6.051734","1.2.0","host","USB","29","URB_CONTROL in",""
"1840","6.054719","1.2.0","host","USB","47","URB_CONTROL in",""
"1841","6.144396","host","1.2.0","USB","36","URB_CONTROL in",""
"1842","6.144456","host","1.2.0","USB","36","URB_CONTROL in",""
"1843","6.145738","1.2.0","host","USB","29","URB_CONTROL in",""
"1844","6.148739","1.2.0","host","USB","47","URB_CONTROL in",""
"1845","6.237383","host","1.2.0","USB","36","URB_CONTROL in",""
"1846","6.237466","host","1.2.0","USB","36","URB_CONTROL in",""
"1847","6.238745","1.2.0","host","USB","29","URB_CONTROL in",""
"1848","6.241734","1.2.0","host","USB","47","URB_CONTROL in",""
"1851","6.330281","host","1.2.0","USB","36","URB_CONTROL in",""
"1852","6.330329","host","1.2.0","USB","36","URB_CONTROL in",""
"1853","6.331765","1.2.0","host","USB","29","URB_CONTROL in",""
"1854","6.334741","1.2.0","host","USB","47","URB_CONTROL in",""
"1855","6.424830","host","1.2.0","USB","36","URB_CONTROL in",""
"1856","6.424916","host","1.2.0","USB","36","URB_CONTROL in",""
"1857","6.426765","1.2.0","host","USB","29","URB_CONTROL in",""
"1858","6.429746","1.2.0","host","USB","47","URB_CONTROL in",""
"1861","6.517807","host","1.2.0","USB","36","URB_CONTROL in",""
"1862","6.517831","host","1.2.0","USB","36","URB_CONTROL in",""
"1863","6.519754","1.2.0","host","USB","29","URB_CONTROL in",""
"1864","6.522747","1.2.0","host","USB","47","URB_CONTROL in",""
"1887","6.612835","host","1.2.0","USB","36","URB_CONTROL in",""
"1888","6.612874","host","1.2.0","USB","36","URB_CONTROL in",""
"1889","6.614742","1.2.0","host","USB","29","URB_CONTROL in",""
"1890","6.617739","1.2.0","host","USB","47","URB_CONTROL in",""
"1915","6.707805","host","1.2.0","USB","36","URB_CONTROL in",""
"1916","6.707854","host","1.2.0","USB","36","URB_CONTROL in",""
"1917","6.709747","1.2.0","host","USB","29","URB_CONTROL in",""
"1920","6.712812","1.2.0","host","USB","47","URB_CONTROL in",""
"1943","6.802811","host","1.2.0","USB","36","URB_CONTROL in",""
"1944","6.802892","host","1.2.0","USB","36","URB_CONTROL in",""
"1945","6.804759","1.2.0","host","USB","29","URB_CONTROL in",""
"1946","6.807745","1.2.0","host","USB","47","URB_CONTROL in",""
"1971","6.897284","host","1.2.0","USB","36","URB_CONTROL in",""
"1972","6.897333","host","1.2.0","USB","36","URB_CONTROL in",""
"2016","6.898836","1.2.0","host","USB","29","URB_CONTROL in",""
"2044","6.901754","1.2.0","host","USB","47","URB_CONTROL in",""
"2087","6.991033","host","1.2.0","USB","36","URB_CONTROL in",""
"2088","6.991060","host","1.2.0","USB","36","URB_CONTROL in",""
"2089","6.992783","1.2.0","host","USB","29","URB_CONTROL in",""
"2090","6.995770","1.2.0","host","USB","47","URB_CONTROL in",""
"2097","7.084976","host","1.2.0","USB","36","URB_CONTROL in",""
"2098","7.085053","host","1.2.0","USB","36","URB_CONTROL in",""
"2099","7.086769","1.2.0","host","USB","29","URB_CONTROL in",""
"2100","7.089765","1.2.0","host","USB","47","URB_CONTROL in",""
"2103","7.179939","host","1.2.0","USB","36","URB_CONTROL in",""
"2104","7.180004","host","1.2.0","USB","36","URB_CONTROL in",""
"2107","7.181771","1.2.0","host","USB","29","URB_CONTROL in",""
"2108","7.184781","1.2.0","host","USB","47","URB_CONTROL in",""
"2133","7.274957","host","1.2.0","USB","36","URB_CONTROL in",""
"2134","7.274997","host","1.2.0","USB","36","URB_CONTROL in",""
"2135","7.276767","1.2.0","host","USB","29","URB_CONTROL in",""
"2136","7.279765","1.2.0","host","USB","47","URB_CONTROL in",""
"2159","7.368452","host","1.2.0","USB","36","URB_CONTROL in",""
"2160","7.368500","host","1.2.0","USB","36","URB_CONTROL in",""
"2163","7.369788","1.2.0","host","USB","29","URB_CONTROL in",""
"2164","7.372798","1.2.0","host","USB","47","URB_CONTROL in",""
"2181","7.461203","host","1.2.0","USB","36","URB_CONTROL in",""
"2182","7.461258","host","1.2.0","USB","36","URB_CONTROL in",""
"2183","7.462773","1.2.0","host","USB","29","URB_CONTROL in",""
"2184","7.465770","1.2.0","host","USB","47","URB_CONTROL in",""
"2191","7.553980","host","1.2.0","USB","36","URB_CONTROL in",""
"2192","7.554031","host","1.2.0","USB","36","URB_CONTROL in",""
"2193","7.555787","1.2.0","host","USB","29","URB_CONTROL in",""
"2196","7.558844","1.2.0","host","USB","47","URB_CONTROL in",""
"2219","7.647870","host","1.2.0","USB","36","URB_CONTROL in",""
"2220","7.647900","host","1.2.0","USB","36","URB_CONTROL in",""
"2221","7.649783","1.2.0","host","USB","29","URB_CONTROL in",""
"2222","7.652780","1.2.0","host","USB","47","URB_CONTROL in",""
"2247","7.742830","host","1.2.0","USB","36","URB_CONTROL in",""
"2248","7.742890","host","1.2.0","USB","36","URB_CONTROL in",""
"2249","7.744794","1.2.0","host","USB","29","URB_CONTROL in",""
"2252","7.747908","1.2.0","host","USB","47","URB_CONTROL in",""
"2275","7.836847","host","1.2.0","USB","36","URB_CONTROL in",""
"2276","7.836879","host","1.2.0","USB","36","URB_CONTROL in",""
