"No.","Time","Source","Destination","Protocol","Length","Info","capture"
"29819","101.693998","host","1.2.1","USB","27","URB_BULK in",""
"29820","101.695020","1.2.1","host","USB","28","URB_BULK in","00"
"29821","101.695049","host","1.2.1","USB","27","URB_BULK in",""
"29822","101.696045","1.2.1","host","USB","28","URB_BULK in","11"
"29823","101.696075","host","1.2.1","USB","27","URB_BULK in",""
"29824","101.696158","1.2.0","host","USB","47","URB_CONTROL in",""
"29825","101.697151","1.2.1","host","USB","28","URB_BULK in","a4"
"29826","101.697180","host","1.2.1","USB","27","URB_BULK in",""
"29827","101.698149","1.2.1","host","USB","28","URB_BULK in","00"
"29828","101.698179","host","1.2.1","USB","27","URB_BULK in",""
"29829","101.699158","1.2.1","host","USB","28","URB_BULK in","00"
"29830","101.699187","host","1.2.1","USB","27","URB_BULK in",""
"29833","101.700211","1.2.1","host","USB","28","URB_BULK in","98"
"29834","101.700219","host","1.2.1","USB","27","URB_BULK in",""
"29835","101.701231","1.2.1","host","USB","28","URB_BULK in","20"
"29836","101.701269","host","1.2.1","USB","27","URB_BULK in",""
"29837","101.702290","1.2.1","host","USB","28","URB_BULK in","00"
"29838","101.702311","host","1.2.1","USB","27","URB_BULK in",""
"29839","101.703306","1.2.1","host","USB","28","URB_BULK in","00"
"29840","101.703335","host","1.2.1","USB","27","URB_BULK in",""
"29841","101.704345","1.2.1","host","USB","28","URB_BULK in","14"
"29842","101.704367","host","1.2.1","USB","27","URB_BULK in",""
"29843","101.705391","1.2.1","host","USB","28","URB_BULK in","00"
"29844","101.705420","host","1.2.1","USB","27","URB_BULK in",""
"29845","101.706416","1.2.1","host","USB","28","URB_BULK in","06"
"29846","101.706436","host","1.2.1","USB","27","URB_BULK in",""
"29847","101.707464","1.2.1","host","USB","28","URB_BULK in","12"
"29848","101.707492","host","1.2.1","USB","27","URB_BULK in",""
"29851","101.708499","1.2.1","host","USB","28","URB_BULK in","01"
"29852","101.708530","host","1.2.1","USB","27","URB_BULK in",""
"29853","101.709541","1.2.1","host","USB","28","URB_BULK in","08"
"29854","101.709584","host","1.2.1","USB","27","URB_BULK in",""
"29855","101.710579","1.2.1","host","USB","28","URB_BULK in","48"
"29856","101.710616","host","1.2.1","USB","27","URB_BULK in",""
"29857","101.711613","1.2.1","host","USB","28","URB_BULK in","03"
"29858","101.711639","host","1.2.1","USB","27","URB_BULK in",""
"29859","101.712653","1.2.1","host","USB","28","URB_BULK in","08"
"29860","101.712679","host","1.2.1","USB","27","URB_BULK in",""
"29861","101.713688","1.2.1","host","USB","28","URB_BULK in","00"
"29862","101.713713","host","1.2.1","USB","27","URB_BULK in",""
"29863","101.714721","1.2.1","host","USB","28","URB_BULK in","00"
"29864","101.714738","host","1.2.1","USB","27","URB_BULK in",""
"29865","101.715766","1.2.1","host","USB","28","URB_BULK in","00"
"29866","101.715783","host","1.2.1","USB","27","URB_BULK in",""
"29869","101.716797","1.2.1","host","USB","28","URB_BULK in","d6"
"29870","101.716824","host","1.2.1","USB","27","URB_BULK in",""
"29871","101.717838","1.2.1","host","USB","28","URB_BULK in","1d"
"29872","101.717864","host","1.2.1","USB","27","URB_BULK in",""
"29885","101.770237","host","1.2.0","USB","36","URB_CONTROL out",""
"29886","101.771180","1.2.0","host","USB","28","URB_CONTROL out",""
"29887","101.771236","host","1.2.0","USB","36","URB_CONTROL in",""
"29888","101.771259","host","1.2.0","USB","36","URB_CONTROL in",""
"29889","101.771284","host","1.2.1","USB","39","URB_BULK out","7bff2000060091010000ccfe"
"29890","101.771339","1.2.1","host","USB","27","URB_BULK out",""
"29891","101.771372","host","1.2.0","USB","36","URB_CONTROL in",""
"29892","101.771391","host","1.2.0","USB","36","URB_CONTROL in",""
"29893","101.771407","host","1.2.1","USB","31","URB_BULK out","00080c00"
"29894","101.771446","1.2.1","host","USB","27","URB_BULK out",""
"29895","101.771466","host","1.2.0","USB","36","URB_CONTROL in",""
"29896","101.771479","host","1.2.0","USB","36","URB_CONTROL in",""
"29897","101.771493","host","1.2.1","USB","29","URB_BULK out","f3f7"
"29898","101.771531","1.2.1","host","USB","27","URB_BULK out",""
"29899","101.771551","host","1.2.0","USB","36","URB_CONTROL in",""
"29902","101.774170","1.2.0","host","USB","47","URB_CONTROL in",""
"29903","101.777161","1.2.0","host","USB","47","URB_CONTROL in",""
"29904","101.780164","1.2.0","host","USB","47","URB_CONTROL in",""
"29907","101.783164","1.2.0","host","USB","47","URB_CONTROL in",""
"29908","101.786164","1.2.0","host","USB","47","URB_CONTROL in",""
"29909","101.786281","host","1.2.0","USB","36","URB_CONTROL in",""
"29910","101.786283","host","1.2.0","USB","36","URB_CONTROL in",""
"29911","101.786295","host","1.2.0","USB","36","URB_CONTROL in",""
"29914","101.789170","1.2.0","host","USB","47","URB_CONTROL in",""
"29915","101.792164","1.2.0","host","USB","47","URB_CONTROL in",""
"29916","101.793214","1.2.1","host","USB","28","URB_BULK in","7a"
"29917","101.793247","host","1.2.1","USB","27","URB_BULK in",""
"29918","101.794255","1.2.1","host","USB","28","URB_BULK in","ff"
"29919","101.794278","host","1.2.1","USB","27","URB_BULK in",""
"29920","101.795164","1.2.0","host","USB","29","URB_CONTROL in",""
"29921","101.795290","1.2.1","host","USB","28","URB_BULK in","20"
"29922","101.795318","host","1.2.1","USB","27","URB_BULK in",""
"29925","101.796326","1.2.1","host","USB","28","URB_BULK in","80"
"29926","101.796335","host","1.2.1","USB","27","URB_BULK in",""
"29927","101.797375","1.2.1","host","USB","28","URB_BULK in","16"
"29928","101.797405","host","1.2.1","USB","27","URB_BULK in",""
"29929","101.798163","1.2.0","host","USB","47","URB_CONTROL in",""
"29930","101.798406","1.2.1","host","USB","28","URB_BULK in","00"
"29931","101.798435","host","1.2.1","USB","27","URB_BULK in",""
"29932","101.799449","1.2.1","host","USB","28","URB_BULK in","91"
"29933","101.799477","host","1.2.1","USB","27","URB_BULK in",""
"29934","101.800481","1.2.1","host","USB","28","URB_BULK in","01"
"29935","101.800510","host","1.2.1","USB","27","URB_BULK in",""
"29936","101.801165","1.2.0","host","USB","47","URB_CONTROL in",""
"29937","101.801529","1.2.1","host","USB","28","URB_BULK in","00"
"29938","101.801547","host","1.2.1","USB","27","URB_BULK in",""
"29939","101.802557","1.2.1","host","USB","28","URB_BULK in","00"
"29940","101.802590","host","1.2.1","USB","27","URB_BULK in",""
"29941","101.803611","1.2.1","host","USB","28","URB_BULK in","bd"
"29942","101.803646","host","1.2.1","USB","27","URB_BULK in",""
"29945","101.804636","1.2.1","host","USB","28","URB_BULK in","7e"
"29946","101.804665","host","1.2.1","USB","27","URB_BULK in",""
"29947","101.805676","1.2.1","host","USB","28","URB_BULK in","00"
"29948","101.805705","host","1.2.1","USB","27","URB_BULK in",""
"29949","101.806710","1.2.1","host","USB","28","URB_BULK in","08"
"29950","101.806739","host","1.2.1","USB","27","URB_BULK in",""
"29951","101.807750","1.2.1","host","USB","28","URB_BULK in","00"
"29952","101.807777","host","1.2.1","USB","27","URB_BULK in",""
"29953","101.808782","1.2.1","host","USB","28","URB_BULK in","00"
"29954","101.808809","host","1.2.1","USB","27","URB_BULK in",""
"29955","101.809823","1.2.1","host","USB","28","URB_BULK in","0c"
"29956","101.809841","host","1.2.1","USB","27","URB_BULK in",""
"29959","101.810860","1.2.1","host","USB","28","URB_BULK in","00"
"29960","101.810884","host","1.2.1","USB","27","URB_BULK in",""
"29961","101.811910","1.2.1","host","USB","28","URB_BULK in","00"
"29962","101.811939","host","1.2.1","USB","27","URB_BULK in",""
"29963","101.812931","1.2.1","host","USB","28","URB_BULK in","00"
"29964","101.812960","host","1.2.1","USB","27","URB_BULK in",""
"29965","101.813973","1.2.1","host","USB","28","URB_BULK in","0d"
"29966","101.814002","host","1.2.1","USB","27","URB_BULK in",""
"29967","101.815008","1.2.1","host","USB","28","URB_BULK in","00"
"29968","101.815037","host","1.2.1","USB","27","URB_BULK in",""
"29969","101.816049","1.2.1","host","USB","28","URB_BULK in","00"
"29970","101.816078","host","1.2.1","USB","27","URB_BULK in",""
"29971","101.817153","1.2.1","host","USB","28","URB_BULK in","00"
"29972","101.817182","host","1.2.1","USB","27","URB_BULK in",""
"29973","101.818158","1.2.1","host","USB","28","URB_BULK in","85"
"29976","101.818222","host","1.2.1","USB","27","URB_BULK in",""
"29977","101.819167","1.2.1","host","USB","28","URB_BULK in","00"
"29978","101.819204","host","1.2.1","USB","27","URB_BULK in",""
"29979","101.820205","1.2.1","host","USB","28","URB_BULK in","00"
"29980","101.820245","host","1.2.1","USB","27","URB_BULK in",""
"29981","101.821239","1.2.1","host","USB","28","URB_BULK in","00"
"29982","101.821267","host","1.2.1","USB","27","URB_BULK in",""
"29983","101.822282","1.2.1","host","USB","28","URB_BULK in","11"
"29984","101.822309","host","1.2.1","USB","27","URB_BULK in",""
"29985","101.823314","1.2.1","host","USB","28","URB_BULK in","00"
"29986","101.823342","host","1.2.1","USB","27","URB_BULK in",""
"29987","101.824358","1.2.1","host","USB","28","URB_BULK in","00"
"29988","101.824381","host","1.2.1","USB","27","URB_BULK in",""
"29989","101.825402","1.2.1","host","USB","28","URB_BULK in","00"
"29990","101.825430","host","1.2.1","USB","27","URB_BULK in",""
"29993","101.826419","1.2.1","host","USB","28","URB_BULK in","50"
"29994","101.826449","host","1.2.1","USB","27","URB_BULK in",""
"29995","101.827470","1.2.1","host","USB","28","URB_BULK in","f7"
"29996","101.827499","host","1.2.1","USB","27","URB_BULK in",""
"29997","101.828373","host","1.2.0","USB","36","URB_CONTROL in",""
"29998","101.830163","1.2.0","host","USB","47","URB_CONTROL in",""
"30011","101.880443","host","1.2.0","USB","36","URB_CONTROL in",""
"30012","101.880499","host","1.2.0","USB","36","URB_CONTROL in",""
"30013","101.882173","1.2.0","host","USB","29","URB_CONTROL in",""
"30016","101.885171","1.2.0","host","USB","47","URB_CONTROL in",""
"30039","101.974105","host","1.2.0","USB","36","URB_CONTROL in",""
"30040","101.974155","host","1.2.0","USB","36","URB_CONTROL in",""
"30041","101.976183","1.2.0","host","USB","29","URB_CONTROL in",""
"30042","101.979178","1.2.0","host","USB","47","URB_CONTROL in",""
"30065","102.067264","host","1.2.0","USB","36","URB_CONTROL in",""
"30066","102.067311","host","1.2.0","USB","36","URB_CONTROL in",""
"30069","102.069203","1.2.0","host","USB","29","URB_CONTROL in",""
"30070","102.072183","1.2.0","host","USB","47","URB_CONTROL in",""
"30093","102.160870","host","1.2.0","USB","36","URB_CONTROL in",""
"30094","102.160925","host","1.2.0","USB","36","URB_CONTROL in",""
"30097","102.162304","1.2.0","host","USB","29","URB_CONTROL in",""
"30098","102.165176","1.2.0","host","USB","47","URB_CONTROL in",""
"30119","102.254540","host","1.2.0","USB","36","URB_CONTROL in",""
"30120","102.254604","host","1.2.0","USB","36","URB_CONTROL in",""
"30121","102.256203","1.2.0","host","USB","29","URB_CONTROL in",""
"30124","102.259191","1.2.0","host","USB","47","URB_CONTROL in",""
"30137","102.347680","host","1.2.0","USB","36","URB_CONTROL in",""
"30138","102.347735","host","1.2.0","USB","36","URB_CONTROL in",""
"30139","102.349222","1.2.0","host","USB","29","URB_CONTROL in",""
"30140","102.352192","1.2.0","host","USB","47","URB_CONTROL in",""
"30151","102.440652","host","1.2.0","USB","36","URB_CONTROL in",""
"30152","102.440702","host","1.2.0","USB","36","URB_CONTROL in",""
"30153","102.442188","1.2.0","host","USB","29","URB_CONTROL in",""
"30154","102.445185","1.2.0","host","USB","47","URB_CONTROL in",""
"30179","102.534241","host","1.2.0","USB","36","URB_CONTROL in",""
"30180","102.534275","host","1.2.0","USB","36","URB_CONTROL in",""
"30181","102.536205","1.2.0","host","USB","29","URB_CONTROL in",""
"30182","102.539205","1.2.0","host","USB","47","URB_CONTROL in",""
"30215","102.629543","host","1.2.0","USB","36","URB_CONTROL in",""
"30216","102.629613","host","1.2.0","USB","36","URB_CONTROL in",""
"30219","102.631213","1.2.0","host","USB","29","URB_CONTROL in",""
"30220","102.634205","1.2.0","host","USB","47","URB_CONTROL in",""
"30243","102.723491","host","1.2.0","USB","36","URB_CONTROL in",""
"30244","102.723547","host","1.2.0","USB","36","URB_CONTROL in",""
"30245","102.725200","1.2.0","host","USB","29","URB_CONTROL in",""
"30246","102.728208","1.2.0","host","USB","47","URB_CONTROL in",""
"30267","102.818117","host","1.2.0","USB","36","URB_CONTROL in",""
"30268","102.818145","host","1.2.0","USB","36","URB_CONTROL in",""
"30269","102.820217","1.2.0","host","USB","29","URB_CONTROL in",""
"30270","102.823215","1.2.0","host","USB","47","URB_CONTROL in",""
"30295","102.914199","host","1.2.0","USB","36","URB_CONTROL in",""
"30296","102.914260","host","1.2.0","USB","36","URB_CONTROL in",""
"30297","102.916216","1.2.0","host","USB","29","URB_CONTROL in",""
"30300","102.919221","1.2.0","host","USB","47","URB_CONTROL in",""
"30323","103.009270","host","1.2.0","USB","36","URB_CONTROL in",""
"30324","103.009320","host","1.2.0","USB","36","URB_CONTROL in",""
"30325","103.011218","1.2.0","host","USB","29","URB_CONTROL in",""
"30328","103.014214","1.2.0","host","USB","47","URB_CONTROL in",""
"30349","103.102677","host","1.2.0","USB","36","URB_CONTROL in",""
"30350","103.102768","host","1.2.0","USB","36","URB_CONTROL in",""
"30351","103.104233","1.2.0","host","USB","29","URB_CONTROL in",""
"30352","103.107214","1.2.0","host","USB","47","URB_CONTROL in",""
"30363","103.196256","host","1.2.0","USB","36","URB_CONTROL in",""
"30364","103.196299","host","1.2.0","USB","36","URB_CONTROL in",""
"30365","103.198217","1.2.0","host","USB","29","URB_CONTROL in",""
"30366","103.201218","1.2.0","host","USB","47","URB_CONTROL in",""
"30391","103.289149","host","1.2.0","USB","36","URB_CONTROL in",""
"30392","103.289206","host","1.2.0","USB","36","URB_CONTROL in",""
"30393","103.291223","1.2.0","host","USB","29","URB_CONTROL in",""
"30394","103.294225","1.2.0","host","USB","47","URB_CONTROL in",""
"30417","103.382858","host","1.2.0","USB","36","URB_CONTROL in",""
"30418","103.382921","host","1.2.0","USB","36","URB_CONTROL in",""
"30419","103.384245","1.2.0","host","USB","29","URB_CONTROL in",""
"30422","103.387222","1.2.0","host","USB","47","URB_CONTROL in",""
"30445","103.475976","host","1.2.0","USB","36","URB_CONTROL in",""
"30446","103.476026","host","1.2.0","USB","36","URB_CONTROL in",""
"30447","103.477241","1.2.0","host","USB","29","URB_CONTROL in",""
"30450","103.480223","1.2.0","host","USB","47","URB_CONTROL in",""
"30463","103.570197","host","1.2.0","USB","36","URB_CONTROL in",""
"30464","103.570276","host","1.2.0","USB","36","URB_CONTROL in",""
"30465","103.572242","1.2.0","host","USB","29","URB_CONTROL in",""
"30466","103.575223","1.2.0","host","USB","47","URB_CONTROL in",""
"30489","103.632662","host","1.2.0","USB","36","URB_CONTROL out",""
"30490","103.633242","1.2.0","host","USB","28","URB_CONTROL out",""
"30491","103.633314","host","1.2.0","USB","36","URB_CONTROL in",""
"30492","103.633350","host","1.2.0","USB","36","URB_CONTROL in",""
"30493","103.633388","host","1.2.1","USB","39","URB_BULK out","7bff2000060092010000cbfe"
"30494","103.633462","1.2.1","host","USB","27","URB_BULK out",""
"30495","103.633516","host","1.2.0","USB","36","URB_CONTROL in",""
"30496","103.633544","host","1.2.0","USB","36","URB_CONTROL in",""
"30497","103.633580","host","1.2.1","USB","31","URB_BULK out","01000c00"
"30498","103.633634","1.2.1","host","USB","27","URB_BULK out",""
"30499","103.633680","host","1.2.0","USB","36","URB_CONTROL in",""
"30500","103.633709","host","1.2.0","USB","36","URB_CONTROL in",""
"30501","103.633736","host","1.2.1","USB","29","URB_BULK out","f2ff"
"30502","103.633794","1.2.1","host","USB","27","URB_BULK out",""
"30503","103.633840","host","1.2.0","USB","36","URB_CONTROL in",""
"30504","103.636247","1.2.0","host","USB","47","URB_CONTROL in",""
"30505","103.639244","1.2.0","host","USB","47","URB_CONTROL in",""
"30506","103.642235","1.2.0","host","USB","47","URB_CONTROL in",""
"30507","103.645233","1.2.0","host","USB","47","URB_CONTROL in",""
"30508","103.648251","1.2.0","host","USB","47","URB_CONTROL in",""
"30509","103.649581","host","1.2.0","USB","36","URB_CONTROL in",""
"30510","103.651338","1.2.0","host","USB","47","URB_CONTROL in",""
"30511","103.654240","1.2.0","host","USB","47","URB_CONTROL in",""
"30512","103.655409","1.2.1","host","USB","28","URB_BULK in","7a"
"30513","103.655459","host","1.2.1","USB","27","URB_BULK in",""
"30514","103.656436","1.2.1","host","USB","28","URB_BULK in","ff"
"30515","103.656477","host","1.2.1","USB","27","URB_BULK in",""
"30516","103.657235","1.2.0","host","USB","47","URB_CONTROL in",""
"30517","103.657482","1.2.1","host","USB","28","URB_BULK in","20"
"30518","103.657515","host","1.2.1","USB","27","URB_BULK in",""
"30519","103.658514","1.2.1","host","USB","28","URB_BULK in","80"
"30520","103.658560","host","1.2.1","USB","27","URB_BULK in",""
"30521","103.659551","1.2.1","host","USB","28","URB_BULK in","1e"
"30522","103.659581","host","1.2.1","USB","27","URB_BULK in",""
"30523","103.660585","1.2.1","host","USB","28","URB_BULK in","00"
"30524","103.660616","host","1.2.1","USB","27","URB_BULK in",""
"30525","103.661630","1.2.1","host","USB","28","URB_BULK in","92"
"30526","103.661660","host","1.2.1","USB","27","URB_BULK in",""
"30527","103.662658","1.2.1","host","USB","28","URB_BULK in","01"
"30528","103.662689","host","1.2.1","USB","27","URB_BULK in",""
"30529","103.663699","1.2.1","host","USB","28","URB_BULK in","00"
"30530","103.663732","host","1.2.1","USB","27","URB_BULK in",""
"30531","103.664734","1.2.1","host","USB","28","URB_BULK in","00"
"30532","103.664755","host","1.2.1","USB","27","URB_BULK in",""
"30533","103.665586","host","1.2.0","USB","36","URB_CONTROL in",""
"30534","103.665613","host","1.2.0","USB","36","URB_CONTROL in",""
"30535","103.665775","1.2.1","host","USB","28","URB_BULK in","b4"
"30536","103.665787","host","1.2.1","USB","27","URB_BULK in",""
"30537","103.666808","1.2.1","host","USB","28","URB_BULK in","7e"
"30538","103.666838","host","1.2.1","USB","27","URB_BULK in",""
"30539","103.667231","1.2.0","host","USB","29","URB_CONTROL in",""
"30540","103.667848","1.2.1","host","USB","28","URB_BULK in","01"
"30541","103.667931","host","1.2.1","USB","27","URB_BULK in",""
"30542","103.668888","1.2.1","host","USB","28","URB_BULK in","00"
"30543","103.668918","host","1.2.1","USB","27","URB_BULK in",""
"30544","103.669929","1.2.1","host","USB","28","URB_BULK in","00"
"30545","103.669960","host","1.2.1","USB","27","URB_BULK in",""
"30546","103.670229","1.2.0","host","USB","47","URB_CONTROL in",""
"30547","103.670962","1.2.1","host","USB","28","URB_BULK in","00"
"30548","103.670990","host","1.2.1","USB","27","URB_BULK in",""
"30549","103.671998","1.2.1","host","USB","28","URB_BULK in","14"
"30550","103.672016","host","1.2.1","USB","27","URB_BULK in",""
"30551","103.673034","1.2.1","host","USB","28","URB_BULK in","00"
"30552","103.673058","host","1.2.1","USB","27","URB_BULK in",""
"30553","103.674085","1.2.1","host","USB","28","URB_BULK in","00"
"30554","103.674123","host","1.2.1","USB","27","URB_BULK in",""
"30555","103.675120","1.2.1","host","USB","28","URB_BULK in","00"
"30556","103.675149","host","1.2.1","USB","27","URB_BULK in",""
"30557","103.676151","1.2.1","host","USB","28","URB_BULK in","11"
"30558","103.676179","host","1.2.1","USB","27","URB_BULK in",""
"30559","103.677221","1.2.1","host","USB","28","URB_BULK in","a4"
"30560","103.677250","host","1.2.1","USB","27","URB_BULK in",""
"30561","103.678222","1.2.1","host","USB","28","URB_BULK in","00"
"30562","103.678250","host","1.2.1","USB","27","URB_BULK in",""
"30563","103.679264","1.2.1","host","USB","28","URB_BULK in","00"
"30564","103.679292","host","1.2.1","USB","27","URB_BULK in",""
"30567","103.680296","1.2.1","host","USB","28","URB_BULK in","98"
"30568","103.680304","host","1.2.1","USB","27","URB_BULK in",""
"30569","103.681361","1.2.1","host","USB","28","URB_BULK in","20"
"30570","103.681395","host","1.2.1","USB","27","URB_BULK in",""
"30571","103.682476","1.2.1","host","USB","28","URB_BULK in","00"
"30572","103.682504","host","1.2.1","USB","27","URB_BULK in",""
"30573","103.683419","1.2.1","host","USB","28","URB_BULK in","00"
"30574","103.683448","host","1.2.1","USB","27","URB_BULK in",""
"30575","103.684451","1.2.1","host","USB","28","URB_BULK in","14"
"30576","103.684478","host","1.2.1","USB","27","URB_BULK in",""
"30577","103.685491","1.2.1","host","USB","28","URB_BULK in","00"
"30578","103.685520","host","1.2.1","USB","27","URB_BULK in",""
"30579","103.686524","1.2.1","host","USB","28","URB_BULK in","06"
"30580","103.686542","host","1.2.1","USB","27","URB_BULK in",""
"30581","103.687569","1.2.1","host","USB","28","URB_BULK in","12"
"30582","103.687586","host","1.2.1","USB","27","URB_BULK in",""
"30583","103.688600","1.2.1","host","USB","28","URB_BULK in","01"
"30584","103.688630","host","1.2.1","USB","27","URB_BULK in",""
"30585","103.689656","1.2.1","host","USB","28","URB_BULK in","08"
"30586","103.689695","host","1.2.1","USB","27","URB_BULK in",""
"30589","103.690675","1.2.1","host","USB","28","URB_BULK in","48"
"30590","103.690706","host","1.2.1","USB","27","URB_BULK in",""
"30591","103.691726","1.2.1","host","USB","28","URB_BULK in","03"
"30592","103.691755","host","1.2.1","USB","27","URB_BULK in",""
"30593","103.692757","1.2.1","host","USB","28","URB_BULK in","08"
"30594","103.692786","host","1.2.1","USB","27","URB_BULK in",""
"30595","103.693793","1.2.1","host","USB","28","URB_BULK in","00"
"30596","103.693822","host","1.2.1","USB","27","URB_BULK in",""
"30597","103.694826","1.2.1","host","USB","28","URB_BULK in","00"
"30598","103.694854","host","1.2.1","USB","27","URB_BULK in",""
"30599","103.695866","1.2.1","host","USB","28","URB_BULK in","00"
"30600","103.695894","host","1.2.1","USB","27","URB_BULK in",""
"30601","103.696904","1.2.1","host","USB","28","URB_BULK in","d6"
"30602","103.696925","host","1.2.1","USB","27","URB_BULK in",""
"30603","103.697734","host","1.2.0","USB","36","URB_CONTROL in",""
"30604","103.697816","host","1.2.0","USB","36","URB_CONTROL in",""
"30605","103.697939","1.2.1","host","USB","28","URB_BULK in","1d"
"30606","103.697948","host","1.2.1","USB","27","URB_BULK in",""
"30609","103.699240","1.2.0","host","USB","47","URB_CONTROL in",""
"30610","103.702234","1.2.0","host","USB","47","URB_CONTROL in",""
"30623","103.750861","host","1.2.0","USB","36","URB_CONTROL out",""
"30624","103.751244","1.2.0","host","USB","28","URB_CONTROL out",""
"30625","103.751283","host","1.2.0","USB","36","URB_CONTROL in",""
"30626","103.751303","host","1.2.0","USB","36","URB_CONTROL in",""
"30627","103.751326","host","1.2.1","USB","39","URB_BULK out","7bff2000060093010000cafe"
"30628","103.751378","1.2.1","host","USB","27","URB_BULK out",""
"30629","103.751403","host","1.2.0","USB","36","URB_CONTROL in",""
"30630","103.751417","host","1.2.0","USB","36","URB_CONTROL in",""
"30631","103.751432","host","1.2.1","USB","31","URB_BULK out","00080c00"
"30632","103.751473","1.2.1","host","USB","27","URB_BULK out",""
"30633","103.751493","host","1.2.0","USB","36","URB_CONTROL in",""
"30634","103.751513","host","1.2.0","USB","36","URB_CONTROL in",""
"30635","103.751529","host","1.2.1","USB","29","URB_BULK out","f3f7"
"30636","103.751574","1.2.1","host","USB","27","URB_BULK out",""
"30637","103.751596","host","1.2.0","USB","36","URB_CONTROL in",""
"30638","103.754236","1.2.0","host","USB","47","URB_CONTROL in",""
"30641","103.757243","1.2.0","host","USB","47","URB_CONTROL in",""
"30642","103.760233","1.2.0","host","USB","47","URB_CONTROL in",""
"30643","103.760826","host","1.2.0","USB","36","URB_CONTROL in",""
"30644","103.760849","host","1.2.0","USB","36","URB_CONTROL in",""
"30645","103.760872","host","1.2.0","USB","36","URB_CONTROL in",""
"30648","103.763236","1.2.0","host","USB","47","URB_CONTROL in",""
"30649","103.766234","1.2.0","host","USB","47","URB_CONTROL in",""
"30650","103.769233","1.2.0","host","USB","47","URB_CONTROL in",""
"30651","103.772233","1.2.0","host","USB","47","URB_CONTROL in",""
"30652","103.773291","1.2.1","host","USB","28","URB_BULK in","7a"
"30653","103.773330","host","1.2.1","USB","27","URB_BULK in",""
"30654","103.774306","1.2.1","host","USB","28","URB_BULK in","ff"
"30655","103.774342","host","1.2.1","USB","27","URB_BULK in",""
"30656","103.775236","1.2.0","host","USB","29","URB_CONTROL in",""
"30657","103.775347","1.2.1","host","USB","28","URB_BULK in","20"
"30658","103.775374","host","1.2.1","USB","27","URB_BULK in",""
"30659","103.776377","1.2.1","host","USB","28","URB_BULK in","80"
"30660","103.776395","host","1.2.1","USB","27","URB_BULK in",""
"30661","103.777410","1.2.1","host","USB","28","URB_BULK in","16"
"30662","103.777440","host","1.2.1","USB","27","URB_BULK in",""
"30663","103.778236","1.2.0","host","USB","47","URB_CONTROL in",""
"30664","103.778455","1.2.1","host","USB","28","URB_BULK in","00"
"30665","103.778474","host","1.2.1","USB","27","URB_BULK in",""
"30666","103.779496","1.2.1","host","USB","28","URB_BULK in","93"
"30667","103.779514","host","1.2.1","USB","27","URB_BULK in",""
"30668","103.780526","1.2.1","host","USB","28","URB_BULK in","01"
"30669","103.780556","host","1.2.1","USB","27","URB_BULK in",""
"30670","103.781236","1.2.0","host","USB","47","URB_CONTROL in",""
"30671","103.781561","1.2.1","host","USB","28","URB_BULK in","00"
"30672","103.781579","host","1.2.1","USB","27","URB_BULK in",""
"30673","103.782600","1.2.1","host","USB","28","URB_BULK in","00"
"30674","103.782619","host","1.2.1","USB","27","URB_BULK in",""
"30675","103.783644","1.2.1","host","USB","28","URB_BULK in","bb"
"30676","103.783672","host","1.2.1","USB","27","URB_BULK in",""
"30677","103.784678","1.2.1","host","USB","28","URB_BULK in","7e"
"30678","103.784696","host","1.2.1","USB","27","URB_BULK in",""
"30679","103.785726","1.2.1","host","USB","28","URB_BULK in","00"
"30680","103.785743","host","1.2.1","USB","27","URB_BULK in",""
"30681","103.786755","1.2.1","host","USB","28","URB_BULK in","08"
"30682","103.786772","host","1.2.1","USB","27","URB_BULK in",""
"30683","103.787794","1.2.1","host","USB","28","URB_BULK in","00"
"30684","103.787812","host","1.2.1","USB","27","URB_BULK in",""
"30685","103.788840","1.2.1","host","USB","28","URB_BULK in","00"
"30686","103.788874","host","1.2.1","USB","27","URB_BULK in",""
"30687","103.789876","1.2.1","host","USB","28","URB_BULK in","0c"
"30688","103.789907","host","1.2.1","USB","27","URB_BULK in",""
"30689","103.790905","1.2.1","host","USB","28","URB_BULK in","00"
"30690","103.790933","host","1.2.1","USB","27","URB_BULK in",""
"30691","103.791946","1.2.1","host","USB","28","URB_BULK in","00"
"30692","103.791977","host","1.2.1","USB","27","URB_BULK in",""
"30693","103.792977","1.2.1","host","USB","28","URB_BULK in","00"
"30694","103.792996","host","1.2.1","USB","27","URB_BULK in",""
"30695","103.794019","1.2.1","host","USB","28","URB_BULK in","0d"
"30696","103.794048","host","1.2.1","USB","27","URB_BULK in",""
"30697","103.795055","1.2.1","host","USB","28","URB_BULK in","00"
"30698","103.795082","host","1.2.1","USB","27","URB_BULK in",""
"30699","103.796103","1.2.1","host","USB","28","URB_BULK in","00"
"30700","103.796131","host","1.2.1","USB","27","URB_BULK in",""
"30701","103.797128","1.2.1","host","USB","28","URB_BULK in","00"
"30702","103.797157","host","1.2.1","USB","27","URB_BULK in",""
"30703","103.798225","1.2.1","host","USB","28","URB_BULK in","85"
"30704","103.798253","host","1.2.1","USB","27","URB_BULK in",""
"30705","103.799226","1.2.1","host","USB","28","URB_BULK in","00"
"30706","103.799253","host","1.2.1","USB","27","URB_BULK in",""
"30707","103.800242","1.2.1","host","USB","28","URB_BULK in","00"
"30708","103.800270","host","1.2.1","USB","27","URB_BULK in",""
